Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,a cappella,active_choice,activities,age,arousal,bluegrass,blues,bossa nova,choral,classical,Condition_Id,country,dance_remix,edm,factor1_tg1_task0,fav_genres,favorite_genres,folk_indie,funk,genres,habit_change,habits_overall,hip hop,jazz,listen_time,metal,music_performance,musical theatre,new_mus,new_music,opera,overall,platform,pop,,r_and_b,rap,rock,salsa,self_description,valence,vintage,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
1,block_1,6,post survey,1,1,1,6,"driving ,exercising,",28,NA,1,1,1,1,1,1,1,2,3,NA,"hip hop, r&b, rap",NA,1,2,NA,I have always like the same kind of music,I listen to music whenever I'm doing something that doesnt require much thought,4,1,60-90,1,Teacher taught violin age 10=13,1,5,NA,1,NA,Spotify Yotube,2,,4,4,1,1,option_1,NA,3,yes,NA,NA,2023-02-01T18:38:42Z,592418,group_1,677815,session_1,1,2023-02-01T17:35:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,2,5,"I listen to music 24/7- work, driving, cooking, sleeping, etc.",38,NA,3,3,2,3,5,1,3,3,3,NA,"alternative/indie, rock, classical",NA,5,3,NA,I listen to music more.,Since pandora & spotify came out I listen to music all the time.,2,3,4hrs or more,5,Played violin & piano since I was 8(30 yrs)- In church orchestra & still play regularly but not professionally.,3,5,NA,2,NA,Spotify,5,,3,2,5,3,option_2,NA,3,yes,NA,NA,2023-02-01T18:11:04Z,592419,group_1,677816,session_1,1,2023-02-01T17:39:15Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,3,5,"laundry, cleaning, gaming",27,NA,1,2,6,2,4,1,1,5,5,NA,"rap, rock, EDM",NA,3,3,NA,"within the past few months I haven't been listening to music as much, but still listen regularly",I'm very open to any genre and being introduced to new music,5,2,2hrs,5,"not a musician, never was",1,4,NA,2,NA,Spotify,5,,3,5,5,1,option_1,NA,2,yes,NA,NA,2023-02-01T18:12:59Z,592424,group_1,677821,session_1,1,2023-02-01T17:41:06Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,4,5,Driving,33,NA,2,4,3,3,5,1,4,4,4,NA,"Salsa, Classical, hiphop",NA,3,4,NA,10,NA,3,3,30-60,4,10,2,4,NA,NA,NA,youtube,2,,3,2,3,4,option_2,NA,4,yes,NA,NA,2023-02-01T18:21:08Z,592426,group_1,677823,session_1,1,2023-02-01T17:43:07Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,2,7,"Driving, exercising, working, performing chores, and painting.",37,NA,1,2,1,1,3,1,2,3,2,NA,"Rap, R&B, smooth jazz",NA,1,5,NA,Yes - I believe that I listen to music more as an adult as I did in my youth.,"I listen to music daily, often for hours at a time. It is a major part of my life.",5,4,60-90,2,Not a musician,1,6,NA,1,NA,"Youtube Music, Spotify",3,,4,5,2,1,option_0,NA,4,yes,NA,NA,2023-02-01T18:11:25Z,592432,group_1,677829,session_1,1,2023-02-01T17:43:13Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,3,5,"driving, household chores, exercising",31,NA,1,2,1,2,3,1,2,3,4,NA,"Rock, R&B, indie",NA,4,2,NA,"when I was younger, I listened to more heavy metal, but as I've gotten older, my music tastes have varied to be more open to different genres",NA,4,2,60-90,5,not a musician,2,4,NA,2,NA,"YouTube, Spotify, radio",4,,5,3,5,2,option_1,NA,3,yes,NA,NA,2023-02-01T18:57:35Z,592437,group_1,677834,session_1,1,2023-02-01T17:45:07Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,2,6,"Cleaning, Working, Driving",21,NA,1,2,1,2,3,1,3,3,2,NA,"Rap, R&B, Funk",NA,2,5,NA,More variety in genres,Very consistent,5,4,2hrs,1,From age 3 not a musician,2,5,NA,1,NA,YouTube,3,,5,5,2,2,option_1,NA,2,yes,NA,NA,2023-02-01T18:33:15Z,592439,group_1,677836,session_1,1,2023-02-01T17:44:41Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,2,6,"Exercising, Driving, Cleaning, Working",29,NA,1,1,1,3,2,1,2,2,2,NA,"Music theatre, pop, hip hop",NA,3,2,NA,I no longer listen to much country music.,NA,4,1,60-90,1,Not a musician,5,5,NA,1,NA,"Radio, Youtube, Apple Music",5,,2,3,3,2,option_1,NA,3,yes,NA,NA,2023-02-01T18:24:49Z,592436,group_1,677833,session_1,1,2023-02-01T17:45:31Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,6,"Working out, driving, and hiking are the main things I do while listening to music",35,NA,1,1,1,1,2,1,3,3,1,NA,"Pop, r&b,  country",NA,1,1,NA,listen to it more the last few years over pandemic,NA,2,1,60-90,1,NA,1,5,NA,1,NA,Spotify and YouTube.,5,,3,2,3,1,option_1,NA,2,yes,NA,NA,2023-02-01T18:17:16Z,592444,group_1,677841,session_1,1,2023-02-01T17:48:38Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,4,"driving, playing video games, social gatherings",30,NA,1,1,1,1,1,1,1,4,4,NA,"rap, hip hop, EDM",NA,1,2,NA,I stopped listening to many types of metal genres when I stopped going to high school.,I grew up listening to hip hop/rap as a kid. I'm now back to listening to those types of genres as an adult.,5,1,60-90,2,not a musician,1,5,NA,1,NA,"YouTube, Spotify",3,,3,5,2,1,option_0,NA,1,yes,NA,NA,2023-02-01T18:20:30Z,592451,group_1,677848,session_1,1,2023-02-01T17:49:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,4,7,"Writing, Exercising, Editing, Eating.",23,NA,2,3,1,1,4,1,1,3,4,NA,"Plunderphonics, Jazz, Math Rock",NA,5,3,NA,I used to listen exclusively to plunderphonics but now I've transitioned more into listening to folk and foreign music.,"Plunderphonics, r&b, Instrumentals/Movie scores, Math rock, Indie , Folk, Nightcore,",3,4,60-90,2,NA,3,5,NA,1,NA,Youtube,3,,3,3,4,2,option_1,NA,5,yes,NA,NA,2023-02-01T18:59:23Z,592453,group_1,677850,session_1,1,2023-02-01T17:50:26Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,4,4,"Cleaning, relaxing",32,NA,3,1,6,2,3,1,3,5,3,NA,"Folk/Indie, pop, a cappella",NA,5,2,NA,"They have, but not by too much","I don't listen in the car much, except for long rides. I usually listen to Spotify and such at home on the living room tv or through my laptop if I'm not using the audio.",2,2,30-60,2,"I'm not a professional musician, but I taught myself to play a little piano and currently learning to play the kalimba.",3,6,NA,1,NA,Usually Spotify or YouTube,4,,NA,2,4,1,option_1,NA,3,yes,NA,NA,2023-02-01T18:27:03Z,592456,group_1,677853,session_1,1,2023-02-01T17:48:42Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,2,5,"Driving, Exercising, Video Games, and sometimes Working.",37,NA,1,1,1,1,5,1,1,5,5,NA,"Trance, Epic Music, and Classical",NA,3,1,NA,It's easier to find music through Spotify compared to when I was younger. And I used to listen to music tons during college which helped me focus on what I was working on.,I listen to music mostly to help me focus on the task that I'm currently doing.,1,1,2hrs,2,Played the Violin from age 8-18.,1,3,NA,3,NA,Spotify,4,,2,1,1,1,option_1,NA,1,yes,NA,NA,2023-02-01T18:30:46Z,592457,group_1,677854,session_1,1,2023-02-01T17:51:19Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,6,"Take surveys, wash dishes, bathe",32,NA,2,3,1,2,4,1,2,2,1,NA,"jazz, riot grrrl, classic pop",NA,2,3,NA,I've been listening to music less as I've spent more time reading.,NA,2,4,15-30,3,chorus age 11-17,3,5,NA,1,NA,"Spotify, YouTube",4,,3,3,3,1,option_1,NA,4,yes,NA,NA,2023-02-01T18:19:19Z,592464,group_1,677862,session_1,1,2023-02-01T17:53:19Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,2,6,"Washing dishes, doing laundry, while driving, at parties, while cooking, while cleaning the house, sometimes while reading",28,NA,2,2,2,2,2,1,2,3,3,NA,Rap Pop Alternative,NA,3,2,NA,"No, I've had most of the same listening habits honestly.",NA,4,2,2hrs,2,piano lessons age 12-14,3,4,NA,2,NA,Spotify,4,,3,4,3,2,option_0,NA,3,yes,NA,NA,2023-02-01T18:20:05Z,592470,group_1,677868,session_1,1,2023-02-01T17:55:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,4,"driving, doing dishes, exercising",36,NA,2,2,1,1,2,1,2,1,1,NA,"indie, rock, hip-hop",NA,5,2,NA,Prefer more relaxing music now as opposed to more rock/rap when younger.,n/a,3,2,30-60,1,trained pianist from age 10-13,1,3,NA,1,NA,Spotify and Radio,4,,2,3,4,1,option_1,NA,2,yes,NA,NA,2023-02-01T18:42:07Z,592475,group_1,677873,session_1,1,2023-02-01T17:56:30Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,5,"Cycling/exercising, driving, housework, leisure time on PC",36,NA,1,3,1,1,2,1,1,1,1,NA,"Rock, city pop (it wasn't on the list but it's a genre), hip hop",NA,2,2,NA,"When I was in high school it was all rap and hip hop, when I turned 19 and bought my first car with a CD player, I started listening to the super popular classic rock groups and artists (Hendrix, Led Zeppelin, Pink Floyd, etc).  Since around 2010 I started listening to more garage rock like The Black Keys/The Arcs, and when I started cycling seriously I started listening to a lot of city pop because there's nothing quite like a sunny spring day with some city pop playing.",I think my previous answer sums it up pretty well.,4,3,30-60,2,Not a musician,1,5,NA,1,NA,YouTube Music,2,,2,4,5,1,option_1,NA,6,yes,NA,NA,2023-02-01T18:31:47Z,592476,group_1,677874,session_1,1,2023-02-01T17:56:41Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,6,"Driving, socializing, working, lifting weights",33,NA,1,1,1,1,2,1,2,3,5,NA,"EDM, Punk rock, Rap",NA,3,1,NA,"I used to spend more time listening to music when I was younger.    I would spend a lot of time sharing music with friends and talking about it.   Now I mostly listen to it when I am driving or occasionally socializing with friends.   I started off listening to punk rock, then I got more into rap and hiphop in highschool , and after that it was EDM.",NA,3,1,60-90,3,I played the recorder in elementary school music class.,1,3,NA,1,NA,"Spotify, Youtube, occasionally the radio",3,,1,4,4,1,option_0,NA,1,yes,NA,NA,2023-02-01T18:43:03Z,592479,group_1,677877,session_1,1,2023-02-01T17:57:10Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,6,"chores,homework, coloring, driving",28,NA,3,1,1,1,1,1,4,1,1,NA,"country, pop, rock",NA,1,1,NA,they never really changed I still listen to a lot of country music and thats what I grew up listening to,NA,1,1,2-3hrs,1,self taught guitarist 21-28,2,5,NA,1,NA,"spotify, youtube",4,,1,1,4,1,option_2,NA,1,yes,NA,NA,2023-02-01T18:26:41Z,592480,group_1,677878,session_1,1,2023-02-01T17:58:30Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,2,6,"Work, writing, folding laundry...honestly everything; not a moment goes by when I'm not listening to music unless I'm specifically asked not to.",30,NA,1,2,1,3,1,1,2,2,3,NA,"Pop, Folk, Game Soundtrack",NA,3,1,NA,"Not that I can tell, no.",Nothing to add.,1,1,4hrs or more,1,Not a musician,3,5,NA,1,NA,"Youtube, and locally stored files on my computer.",4,,1,1,3,1,option_1,NA,1,yes,NA,NA,2023-02-01T18:23:51Z,592481,group_1,677879,session_1,1,2023-02-01T17:58:51Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,6,"driving, exercising",24,NA,1,1,1,1,2,1,1,1,2,NA,"rock, metal, pop",NA,3,1,NA,"I went from listening to mainstream pop music as a teenager to mainly rock and metal, and in recent years I have slowly started to listen to more pop music again, though these days I rarely listen to any new music.",NA,3,1,15-30,4,violinist with some formal instruction and tutoring playing from ages 9-18 and 21-22,1,6,NA,1,NA,Spotify,3,,2,1,5,1,option_3,NA,1,yes,NA,NA,2023-02-01T18:26:58Z,592482,group_1,677880,session_1,1,2023-02-01T17:59:10Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,5,"Driving, reading, exercise, working, hanging out with friends, showering",26,NA,1,1,6,6,2,1,2,3,3,NA,"1. Rock, 2. 80s, 3. Hip hop",NA,2,2,NA,I believe that I don't listen to music as much as I used to.,I think the time of day I listen to music the most is in the evenings.,4,1,30-60,4,Not a musician.,6,5,NA,2,NA,"Radio, Pandora, YouTube",4,,2,4,4,1,option_1,NA,3,yes,NA,NA,2023-02-01T18:31:03Z,592483,group_1,677881,session_1,1,2023-02-01T17:58:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,6,5,Playing video games. Going for a walk. Doing chores. Sometimes while driving.,36,NA,2,3,6,6,3,1,1,1,2,NA,"classical, indie, rock",NA,4,2,NA,I don't think I listen to music as much as I used to but I listen to many more different artists than I used to.,Use it to evoke or compliment a mood. Or for distraction,3,3,15-30,1,Been playing guitar off and on since my early twenties. Sometimes I will mess around on the piano. Though< i am very much an amateur musician. Oh I also play eukele sometimes.,1,3,NA,2,NA,"Recently I've been using youtube. Although, I sometimes use spotify.",3,,2,2,4,1,option_1,NA,2,yes,NA,NA,2023-02-01T18:37:42Z,592484,group_1,677882,session_1,1,2023-02-01T17:59:04Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,2,6,"Chatting with friends online, browsing the net.",32,NA,1,1,1,2,4,1,1,2,2,NA,"Classical, classic rock, indie pop.",NA,3,1,NA,Less into pop music vs. when I was younger. Like older stuff more.,I think previous questions describe it,1,2,0-15,1,Nothing,3,6,NA,3,NA,Youtube,3,,2,2,3,1,option_1,NA,4,yes,NA,NA,2023-02-01T18:31:18Z,592487,group_1,677885,session_1,1,2023-02-01T18:00:11Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,3,5,driving laundry folding clothes cleaning,32,NA,1,1,1,1,1,1,4,3,3,NA,pop country hip hop,NA,1,1,NA,I used to listen to Rap a lot more,I like young pop the best,3,1,15-30,1,not a musician,2,5,NA,1,NA,spotify,4,,2,1,2,1,option_1,NA,1,yes,NA,NA,2023-02-01T18:33:36Z,592488,group_1,677886,session_1,1,2023-02-01T18:01:01Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,4,6,Pretty much everything I constantly have music on from the time I wake up til I put on music to sleep to,33,NA,2,2,2,2,3,1,2,4,5,NA,"EDM, Rap, Metal",NA,3,3,NA,I've become more involved with learning about music and the structure of songs as I've grown and started producing my own music more,NA,5,2,4hrs or more,4,"Semi self-taught rock/metal guitarist playing from age 14-17, self-taught edm, lofi, trap composer using midi controllers and keyboards age 23-33, singer/rapper from age 15-33. amateur musician",2,4,NA,1,NA,"youtube, spotify, soundcloud,",3,,2,5,5,2,option_2,NA,2,yes,NA,NA,2023-02-01T18:33:28Z,592489,group_1,677887,session_1,1,2023-02-01T18:01:21Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,2,"Schoolwork, video games",24,NA,2,3,1,1,1,1,2,3,4,NA,"alternative rock, funk, synth-pop",NA,3,4,NA,"Yes. I used to listen to a lot of EDM, particularly house and techno music.",NA,2,3,30-60,2,not a musician,2,5,NA,1,NA,"Amazon music, YouTube",5,,3,3,5,1,option_1,NA,1,yes,NA,NA,2023-02-01T18:28:32Z,592490,group_1,677888,session_1,1,2023-02-01T18:02:02Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,3,7,driving,26,NA,1,1,1,3,3,1,1,2,2,NA,"pop, rock, folk",NA,3,3,NA,I don't listen to as much music as I have,I tend to listen to music alone,4,2,30-60,1,not a musician,4,6,NA,4,NA,youtube,5,,4,3,4,2,option_0,NA,2,yes,NA,NA,2023-02-01T18:33:35Z,592491,group_1,677889,session_1,1,2023-02-01T18:01:23Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,2,7,"Cleaning, exercising, playing video games, reading, writing",31,NA,2,3,1,1,3,1,2,2,2,NA,"Glam rock, freak folk and noise",NA,4,4,NA,They have grown wider and more accepting,NA,3,2,2-3hrs,4,Self taught keyboardist/synth player for the past 16 years. Self produced experimental music for 13 years,1,3,NA,2,NA,"Spotify, mostly",3,,2,2,5,1,option_2,NA,3,yes,NA,NA,2023-02-01T18:29:23Z,592493,group_1,677891,session_1,1,2023-02-01T18:02:40Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,2,2,Exercising,38,NA,2,2,6,2,2,1,3,3,2,NA,"pop, country, rock and roll",NA,2,2,NA,No,None,2,2,0-15,2,received lessons on the clarinet from around age 13 to 19 but I haven't played for decades so I don't consider myself a musician,2,7,NA,1,NA,Pandora,4,,2,2,2,2,option_0,NA,2,yes,NA,NA,2023-02-01T18:33:17Z,592496,group_1,677893,session_1,1,2023-02-01T18:03:21Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,5,"exercise, driving, cleaning, hanging out, being romantic, playing video games, working",35,NA,4,2,1,1,2,1,4,2,2,NA,"alternative gothic, goth punk, depressive black metal",NA,3,1,NA,"i listen to more music now then when i was younger i was a gatekeeper for black metal but now black metal has gone more on the back burner and my normal listened to stuff is like 70's and 80's gothic stuff like the cure, depeche mode, siouxsie and the banshees, bauhaus, joy division, etc. also i'm usually a lot more busy as an adult now so i dont have time to just sit there and look for new bands and stuff like i used too i was constantly hunting for new music  now its more spotify radio and stuff or an album when i have time.",i love to have music for all sorts of times and emotions and what not music is a giant part of my life just like horror movies and stuff.,3,2,2-3hrs,4,"self taught in multi instrument and have played in a few bands as a hobby not so much to make money or anything, havent played an instrument in awhile the most live shows i performed was doing noise/ambient type of music i was most active musically probably from 12-25",1,4,NA,1,NA,"spotify, youtube, vinyl, cd, cassette",3,,1,3,3,1,option_2,NA,3,yes,NA,NA,2023-02-01T18:47:02Z,592497,group_1,677894,session_1,1,2023-02-01T17:58:12Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,7,"Mostly driving, sometimes miscellaneous house chores",24,NA,2,2,6,3,4,1,2,2,4,NA,"EDM, hip hop, alternative pop/rock",NA,4,2,NA,"My first foray into music was listening to heavy amounts of EDM, this was during the end of my midle school years and the beginning of my high school years. My friend groups started putting on hip hop artists like Fetty Wap and Lil Uzi Vert whenever we would hang out so I slowly started to incorporate those acts into my music selections, but still mainlining EDM music. It was only when I got to college when hip hop started to majorly take over my listening habits, but I still tossed in more mellow EDM tracks and a lot of classical music as I mellowed out more overall as a person. My college friends also introduced me to a lot of artists from different genres as well and I got more explorational with my listening habits, which led me to adopting a slew of new and interesting artists over an assortment of genres. About a couple days ago as of the writing of this survey entry, I revisited a lot of artists that I used to listen to in middle school that I dropped and I've started to relisten to their tracks a lot more.","I mainly listen to hip hop or EDM, but I also tend to stay on the same five to ten tracks that I most recently have found and I will continuosly listen to those until I get bored of them and dive back into my musical library for other tracks.",4,2,60-90,2,"Trained pianist all throughout highschool, musical hobbyist/amateur musician from about 16 years of age to now",1,5,NA,1,NA,"YouTube, Apple Music",3,,3,4,2,2,option_2,NA,2,yes,NA,NA,2023-02-01T18:50:24Z,592498,group_1,677895,session_1,1,2023-02-01T18:03:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,6,"work, exercise,  clean",27,NA,3,4,1,1,4,1,4,2,2,NA,"classical, rap, metal",NA,2,4,NA,yes,I have been more open to every genre of music and starting to appreciate the time and effort out into each kind.,5,3,2-3hrs,4,Not a musician but I played the saxaphone and trombone in school,1,3,NA,1,NA,"radio,youtube, pandora",3,,3,4,4,1,option_1,NA,3,yes,NA,NA,2023-02-01T18:40:18Z,592499,group_1,677896,session_1,1,2023-02-01T18:02:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,3,Driving and hanging out with my friends,35,NA,1,1,1,1,1,1,1,3,1,NA,"R and B, rap, and hip hop",NA,1,1,NA,My listening habits do not really change.,"I love listening to rap, R and B, and hip hop.",4,1,2hrs,1,singer 8-12,1,4,NA,1,NA,Radio and youtube,2,,4,4,1,1,option_1,NA,1,yes,NA,NA,2023-02-01T19:13:09Z,592501,group_1,677898,session_1,1,2023-02-01T18:04:22Z,NA,NA,NA,not measured,NA,TRUE
