Submission id,,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Hearing difficulties,Vision,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6670498016d44c7364b51ebb,,APPROVED,Not Applicable,2024-06-17T14:38:32.148000Z,2024-06-17T15:05:01.445000Z,2024-06-17T17:52:58.648000Z,2024-06-17T15:05:04.693104Z,1590,C12CKKMA,2299,English,No,Yes,48,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
66704d7d4f0346860a6b0248,,APPROVED,Not Applicable,2024-06-17T14:52:13.633000Z,2024-06-17T15:20:27.937000Z,2024-06-17T17:53:02.593000Z,2024-06-17T15:20:28.483571Z,1695,C12CKKMA,471,English,No,Yes,48,Male,White,United States,United States,United States,English,No,Full-Time
66704f10306633c432245734,,APPROVED,Not Applicable,2024-06-17T15:00:16.011000Z,2024-06-17T15:22:55.316000Z,2024-06-17T17:53:04.707000Z,2024-06-17T15:22:56.080411Z,1360,C12CKKMA,2475,English,No,Yes,48,Female,White,United States,United States,United States,English,Yes,Full-Time
66704a59970c84e77698f0cc,,APPROVED,Not Applicable,2024-06-17T14:38:23.213000Z,2024-06-17T15:18:06.907000Z,2024-06-17T17:52:59.044000Z,2024-06-17T15:19:02.288903Z,2384,C12CKKMA,2060,English,No,Yes,50,Female,Black,United States,United States,United States,English,No,Full-Time
66704e48ab4a651f789adc69,,APPROVED,Not Applicable,2024-06-17T14:55:10.763000Z,2024-06-17T15:23:17.719000Z,2024-06-17T17:53:03.852000Z,2024-06-17T15:23:18.199402Z,1687,C12CKKMA,253,English,No,Yes,50,Female,Asian,United States,United States,Korea,English,No,Full-Time
666c6f7abe9b5aea8b5bbba4,,APPROVED,Not Applicable,2024-06-14T16:29:46.529000Z,2024-06-14T18:00:35.713000Z,2024-06-14T18:11:13.569000Z,2024-06-14T18:00:36.340371Z,5450,C12CKKMA,2652,English,No,Yes,50,Male,Black,United States,United States,United States,English,Yes,Part-Time
66704b8e09e6e5797ec72f51,,APPROVED,Not Applicable,2024-06-17T14:43:40.244000Z,2024-06-17T15:13:24.304000Z,2024-06-17T17:53:00.429000Z,2024-06-17T15:13:24.824297Z,1785,C12CKKMA,2332,"English, Russian",No,Yes,51,Female,White,United States,United States,United States,English,No,Part-Time
66704d8d306633c4322456e0,,APPROVED,Not Applicable,2024-06-17T14:52:01.976000Z,2024-06-17T15:15:38.360000Z,2024-06-17T17:53:02.803000Z,2024-06-17T15:18:05.720710Z,1417,C12CKKMA,5608,English,No,Yes,51,Male,White,United States,United States,United States,English,No,Full-Time
667056b7a28e2ba14957656f,,APPROVED,Not Applicable,2024-06-17T15:31:15.857000Z,2024-06-17T15:59:40.903000Z,2024-06-17T17:53:05.145000Z,2024-06-17T16:00:12.964279Z,1706,C12CKKMA,325,English,No,Yes,51,Male,Black,United States,United States,United States,English,No,Full-Time
666c71674bdd03cbd0f7a5dc,,APPROVED,Not Applicable,2024-06-14T16:35:55.926000Z,2024-06-14T17:05:29.383000Z,2024-06-14T18:11:15.919000Z,2024-06-14T17:05:30.007762Z,1774,C12CKKMA,1960,English,No,Yes,51,Male,White,United States,United States,United States,English,No,Full-Time
66704a38f5f945d019245d24,,APPROVED,Not Applicable,2024-06-17T14:37:49.745000Z,2024-06-17T15:24:06.307000Z,2024-06-17T17:50:54.362000Z,2024-06-17T15:24:06.764472Z,2777,NOCODE,1591,English,No,Yes,52,Female,White,United States,United States,United States,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66704bff311674800ba0a876,,APPROVED,Not Applicable,2024-06-17T14:45:24.318000Z,2024-06-17T15:16:51.515000Z,2024-06-17T17:53:00.804000Z,2024-06-17T15:18:40.643800Z,1888,C12CKKMA,2878,English,No,Yes,52,Female,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time
66704d31324eb1dc5ca970aa,,APPROVED,Not Applicable,2024-06-17T14:50:30.811000Z,2024-06-17T15:20:19.203000Z,2024-06-17T17:53:01.998000Z,2024-06-17T15:20:20.083199Z,1789,C12CKKMA,318,English,No,Yes,52,Male,Black,United States,United States,United States,English,No,Full-Time
66704b7f7d8090ae79602e4a,,APPROVED,Not Applicable,2024-06-17T14:43:17.530000Z,2024-06-17T15:04:07.947000Z,2024-06-17T17:53:00.228000Z,2024-06-17T15:04:08.551684Z,1251,C12CKKMA,2571,English,No,Yes,53,Female,White,United States,United States,United States,English,No,Full-Time
66704a68f5ca71c26122881e,,APPROVED,Not Applicable,2024-06-17T14:38:40.216000Z,2024-06-17T15:08:51.481000Z,2024-06-17T17:52:59.240000Z,2024-06-17T15:10:38.607442Z,1812,C12CKKMA,1072,English,No,Yes,58,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
66704b5b1b101716cf98f116,,APPROVED,Not Applicable,2024-06-17T14:43:09.169000Z,2024-06-17T15:21:01.028000Z,2024-06-17T17:53:00.034000Z,2024-06-17T15:21:01.493702Z,2272,C12CKKMA,3351,English,No,Yes,58,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66704cc31c95339dba152e80,,APPROVED,Not Applicable,2024-06-17T14:48:49.157000Z,2024-06-17T15:31:36.008000Z,2024-06-17T17:53:01.424000Z,2024-06-17T15:31:36.553435Z,2567,C12CKKMA,840,English,No,Yes,61,Male,White,United States,United States,United States,English,No,Part-Time
