Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,a cappella,active_choice,activities,age,bluegrass,blues,bossa nova,choral,classical,Condition_Id,country,dance_remix,edm,fav_genres,favorite_genres,folk_indie,funk,genres,habit_change,habits_overall,hip hop,jazz,listen_time,metal,music_performance,musical theatre,new_mus,new_music,opera,overall,platform,pop,,r_and_b,rap,rock,salsa,self_description,similarity,vintage,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
1,block_1,6,post survey,1,1,3,5,"exercise, drive",31,4,5,5,2,2,1,4,5,3,"rock, country, hip hop",NA,3,2,NA,same listening habits,"Listen to music when I drive, shower, exercise or go for a walk",2,2,60-90,2,I am 31 and have been playing guitar for my own personal entertainment from age 14,4,5,NA,5,NA,youtube or pandora,5,,3,3,2,3,option_2,NA,2,yes,NA,NA,2023-02-01T18:13:11Z,592442,group_1,677839,session_1,1,2023-02-01T17:47:50Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,5,"cleaning, driving, studying, crafting, exercising, working",23,2,3,2,2,4,1,2,3,3,"pop, metal, disco",NA,3,2,NA,My favorite genres change pretty frequently and I listen much more frequently now.,I am always looking for new things to listen to and I listen to film scores very often which was not included in the list.,2,1,2hrs,4,not a musician,3,3,NA,2,NA,"radio, spotify, soundcloud",5,,3,2,4,2,option_1,NA,2,yes,NA,NA,2023-02-01T18:23:34Z,592441,group_1,677838,session_1,1,2023-02-01T17:46:57Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,4,5,"Cleaning, chilling, working, relaxing",35,6,3,6,6,1,1,5,5,2,"Country, Reggaton, Hip Hop",NA,1,1,NA,a little,NA,5,2,4hrs or more,1,NA,1,5,NA,1,NA,Mostly all day everyday,5,,5,5,3,2,option_0,NA,3,yes,NA,NA,2023-02-01T18:15:18Z,592445,group_1,677842,session_1,1,2023-02-01T17:48:14Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,5,5,"cooking, driving, having coffee in the morning",38,2,3,1,5,3,1,2,2,2,"folk, choral/a cappella, pop",NA,4,3,NA,Yes - much less rock than when I was younger,NA,2,4,30-60,1,"Have played violin since age 9 & excellent sight-reading skills; picked up guitar, keys, ukelele, and drums as an adult. Serve as the music director for a local chorus and sing soprano in the chorus.",3,5,NA,1,NA,"Spotify, YouTube, chorus arrangements/files",4,,2,2,3,2,option_3,NA,3,yes,NA,NA,2023-02-01T18:12:30Z,592455,group_1,677852,session_1,1,2023-02-01T17:50:37Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,5,"Driving, Hanging out, Laundry,",29,1,1,1,1,2,1,3,5,5,"Pop, Alternative, R&B",NA,3,3,NA,I used to listen to more pop punk and now I listen to more Pop music.,NA,5,1,30-60,2,not a musician,1,4,NA,1,NA,"Spotify, Apple Music, YouTube",5,,5,4,4,1,option_1,NA,2,yes,NA,NA,2023-02-01T18:20:22Z,592459,group_1,677856,session_1,1,2023-02-01T17:51:44Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,3,4,working,34,1,3,1,1,2,1,2,1,1,"hiphop, pop, indie",NA,3,1,NA,not really changed,NA,5,3,15-30,3,NA,3,6,NA,2,NA,spotify,4,,3,5,3,2,option_0,NA,3,yes,NA,NA,2023-02-01T18:39:06Z,592443,group_1,677840,session_1,1,2023-02-01T17:48:34Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,7,"Exercising, Animating, writing, brainstorming.",22,1,4,1,1,2,1,1,2,2,"Hip-Hop, Rap, R&B",NA,1,3,NA,"Evolved, grown taste for variety",Listening to more music in preparation for learning about music production.,5,3,15-30,1,Not A Musician,1,3,NA,1,NA,Downloaded Songs,2,,4,5,3,1,option_0,NA,1,yes,NA,NA,2023-02-01T18:16:00Z,592446,group_1,677843,session_1,1,2023-02-01T17:48:46Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,6,"workout, walking, leisure, driving, hanging with friends",33,1,1,1,1,1,1,2,3,1,"hip-hop, pop, R&B",NA,1,2,NA,"yes they have, I listen to a broader range of music as i get older",NA,5,1,4hrs or more,1,not a musician,1,4,NA,1,NA,"youtube music, apple music",4,,4,5,3,1,option_1,NA,3,yes,NA,NA,2023-02-01T18:18:39Z,592447,group_1,677844,session_1,1,2023-02-01T17:43:58Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,3,7,driving working cleaning with friends exercising laundy shower cooking,33,3,4,3,2,3,1,1,5,5,rock emd and clasics,NA,5,5,NA,no,NA,4,3,4hrs or more,2,not a musician,2,6,NA,2,NA,you tube apple music,5,,2,4,4,3,option_1,NA,4,yes,NA,NA,2023-02-01T18:55:00Z,592448,group_1,677845,session_1,1,2023-02-01T17:44:10Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,3,3,"Driving, exercising, folding laundry",34,1,1,1,2,1,1,5,3,1,"Pop, dance, country",NA,1,1,NA,"I used to listen to a lot of 70-80s oldies and 90s country, which changed to 90s and 00s pop, 00s-10s country and rock, but I pretty much will listen to it all.",None,2,1,60-90,4,Classical trained percussionist from 11-19; classically trained bassoonist at 17; marching band drummer from 13-19.,2,5,NA,2,NA,"YouTube, Spotify, iTunes, Amazon Radio",5,,2,2,5,2,option_2,NA,2,yes,NA,NA,2023-02-01T18:10:52Z,592449,group_1,677846,session_1,1,2023-02-01T17:49:44Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,2,6,"Exercise, driving.",34,1,3,1,2,5,1,2,4,2,"Classical, Rap, Rock",NA,2,1,NA,"I used to only listen to classical music, but has diversified over time.","I like to listen to mainly classical, but I sometimes listen to more modern genres.",2,3,30-60,1,classically trained pianist and violinist from age 7-15.,1,5,NA,4,NA,Youtube,3,,1,4,4,2,option_2,NA,2,yes,NA,NA,2023-02-01T18:10:31Z,592450,group_1,677847,session_1,1,2023-02-01T17:49:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,7,"driving, walking, cleaning, chores,",25,2,1,1,1,3,1,1,2,1,"alternative rock, indie, surfpunk",NA,5,2,NA,"I listened to a lot of ""emo"" music as a teenager/young adult but have started to listen to more folk/indie music. I am also more open to listening to music outside of my usual genre, such as hip hop/rap",NA,2,2,4hrs or more,2,unsure of exact ages but played violin for 1-2 years as child and played piano for 1-2 years shortly after (or before),1,5,NA,1,NA,"youtube, spotify, vinyls",4,,2,2,3,1,option_1,NA,2,yes,NA,NA,2023-02-01T18:13:34Z,592461,group_1,677859,session_1,1,2023-02-01T17:52:14Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,3,5,"Relaxing by myself in the evening, driving, cleaning, and partying",29,1,2,1,1,2,1,2,2,2,"R&B, Pop, Hip Hop",NA,2,3,NA,No not exactly but the more music that comes out the more I listen to old music that I loved growing up.,I mostly put music on to relax in the evenings. I generally do not like music playing in the background unless I'm focused on a task and can tune it out.,4,2,15-30,1,not a musician,3,6,NA,1,NA,"Radio, YouTube, Amazon Music",5,,5,4,3,1,option_1,NA,4,yes,NA,NA,2023-02-01T18:22:13Z,592462,group_1,677860,session_1,1,2023-02-01T17:51:21Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,3,7,"Play video games, while driving or listening while at the gym.",25,2,2,1,3,2,1,2,3,2,"Hip-Hop, R&B, Vintage",NA,2,4,NA,I like to listen to complete albums as opposed to playlists.,N/A,5,2,2-3hrs,4,From ages 5-12 I played the piano and sing occasionally.,1,NA,NA,1,NA,Apple Music,4,,5,5,5,2,option_1,NA,4,yes,NA,NA,2023-02-01T18:54:20Z,592465,group_1,677863,session_1,1,2023-02-01T17:53:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,2,7,"dishes, playing games, exercising",26,2,2,1,2,2,1,3,3,3,"pop, musical theater, video game soundtracks",NA,4,3,NA,I was super into electric jazz for a little while,NA,3,4,60-90,2,"school chorus student age 10, otherwise not a musician",5,5,NA,2,NA,"spotify, youtube",5,,2,2,4,2,option_1,NA,2,yes,NA,NA,2023-02-01T18:16:49Z,592467,group_1,677865,session_1,1,2023-02-01T17:54:08Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,7,"exercising, doing laundry, doing my makeup, fixing up my hair, driving, and spending time with friends and family",25,1,1,1,1,1,1,1,3,1,"Pop, Hip Hop, and Rap",NA,1,1,NA,I listened to more rap music over time.,"Overall I listen to music that I know already, I don't listen to new songs that often.",4,1,60-90,1,not a musician,1,6,NA,1,NA,Apple Music,5,,4,5,1,1,option_2,NA,1,yes,NA,NA,2023-02-01T18:18:51Z,592466,group_1,677864,session_1,1,2023-02-01T17:53:51Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,2,4,"everything! cook, dance, study, rest, exercise",35,4,4,1,1,4,1,4,4,3,"R and B, Country, and Pop",NA,4,4,NA,I listen to a large variety of music now more than ever.,I listen to everything while doing everything basically.,3,4,4hrs or more,1,not a musucian,1,4,NA,1,NA,"Youtube, Apple Music, Radio, Pandora, iHeart Music",4,,6,3,1,4,option_1,NA,2,yes,NA,NA,2023-02-01T18:27:41Z,592471,group_1,677869,session_1,1,2023-02-01T17:55:45Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,7,"driving, exercising, cleaning and folding laundry, studying and writing, showering",21,1,1,1,1,3,1,1,1,1,"pop, musical theater, rock",NA,1,1,NA,"I have focused less on finding new music and choosing to listen to the same artists on repeat. I used to listen to more genres and artists by creating playlists, but now I stick to my favorites only.",I listen mostly to the same things on repeat and don't adventure into different genres.,1,1,60-90,2,"classically trained violinist, age 6-8 singer from age 8-17",4,7,NA,1,NA,Apple Music,4,,1,2,2,1,option_0,NA,1,yes,NA,NA,2023-02-01T18:17:42Z,592472,group_1,677870,session_1,1,2023-02-01T17:55:46Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,6,5,"When I'm cleaning, taking a shower, doing things on the computer, and cooking.",35,2,2,6,1,4,1,3,2,2,"Metal, rock, classical",NA,2,2,NA,"I used to listen to a lot of pop when I was a kid. Like Backstreet Boys, Britney Spears, N'SYNC, Christina Aguilera. Once I hit high school I went to metal/rock because it had more of the beats I really liked listening to.","If I'm on Youtube and I see a new music video on there from a band I love, I usually watch/listen to it a few times to see if its something I'll pass or if I do like it. Once I figure out if I like it or not, I'll go add it to my Spotify.",2,3,2-3hrs,4,I took choir in school from 7th grade to my senior year. I did it because at that time I loved to sing.,3,4,NA,2,NA,I listen either on Spotify or Youtube.,3,,2,2,4,2,option_1,NA,2,yes,NA,NA,2023-02-01T18:22:39Z,592473,group_1,677871,session_1,1,2023-02-01T17:55:56Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,6,"I lay down and rest, or I use the internet at my computer.",34,2,1,2,1,3,1,2,1,1,"Progressive metal, melodic death metal, and sludge metal. Or, if you define these as subgenres: metal, hard rock, and lo-fi.",NA,2,2,NA,I went from listening to what was on the radio (in the house or on car rides) to playing music over headphones. My genres shifted from pop/alternative as a kid to heavy/angsty music as a teen. I started appreciating music when I gave it personal time.,NA,1,3,15-30,5,Not a musician,1,5,NA,1,NA,I listen on Spotify.,2,,2,2,5,1,option_1,NA,6,yes,NA,NA,2023-02-01T18:50:34Z,592485,group_1,677883,session_1,1,2023-02-01T17:59:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,3,5,Driving and exercising,23,3,5,4,4,5,1,5,4,2,Rock Pop R&B,NA,2,3,NA,I have not changed my habits.,Over the radio while driving a car or listening with my family.,3,4,15-30,1,I have been in choir when I first went into middle school and throughout high school. I have participated in a few competition state level and with my group to enjoy the times with my instructors.,3,4,NA,2,NA,"YouTube, Spotify",3,,5,5,4,1,option_1,NA,4,yes,NA,NA,2023-02-01T20:31:20Z,592492,group_1,677890,session_1,1,2023-02-01T17:56:01Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,2,4,work and exercising and hanging out with friends,23,3,3,2,3,4,1,4,4,3,hip hop r&b pop,NA,3,2,NA,no,all the time,5,5,2hrs,3,13-Oct,2,4,NA,2,NA,Spotify and apple music,5,,5,5,3,2,option_0,NA,2,yes,NA,NA,2023-02-01T18:45:12Z,592504,group_1,677901,session_1,1,2023-02-01T18:12:03Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,3,7,"Exercising, Washing, Walk to School and even sometimes reading.",27,3,4,2,3,3,1,4,5,3,"Pop , Hip hop and R & B",NA,2,3,NA,I do more of just listening instead of listening and singing,NA,5,4,4hrs or more,2,not a musician,3,6,NA,2,NA,Spotify,5,,5,5,4,2,option_1,NA,4,yes,NA,NA,2023-02-01T18:43:03Z,592509,group_1,677906,session_1,1,2023-02-01T18:17:42Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,7,Driving and cleaning.,29,2,1,1,1,1,1,2,1,1,"alternative rock, indie/folk rock, classic rock",NA,5,1,NA,"My music tastes have not changed much over time. I listened to more rap and hip hop as a child, but more indie/folk rock as a teenager and adult.","I was obsessed with finding new music that other people didn't know as a teenager. I still enjoy that, but don't have time for it so I mostly stick to what I know.",3,1,0-15,2,Played alto sax from age 10-13.,1,5,NA,1,NA,Spotify,3,,2,3,5,1,option_0,NA,6,yes,NA,NA,2023-02-01T18:52:32Z,592516,group_1,677913,session_1,1,2023-02-01T18:30:01Z,NA,NA,NA,not measured,NA,TRUE
