internal_id,session,song_id,orig_or_cover,age_at_event,association,control,description,emot_content,emot_intensity,energetic,experience,familiarity,important,preference,social,unique,vivid,rms,spectral_bandwidth,spectral_centroid,spectral_contrast,spectral_flatness,spectral_rolloff,zero_crossing_rate,mfccs_offset,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,tempo,key,treble,tbb,genre,mean_valence,mean_arousal
2,1,2008_2,orig,17,It is an old song but I associate it with end of high school at 17.,completely spontaneous,I put this song on in the middle of our high school math class during senior year.,neutral,not at all,not at all,I think it is an ok older song that I listened to for a little bit in 2015. I listened for maybe a month several times during then. I think it is Keep Bleeding but I can't even remember the artist now.,somewhat,not at all,a little,extremely,a little,very,0.9897330058293088,-0.2230603461253005,-0.4948058508506735,0.14840249782738676,-0.3978740018079154,-0.6563711319095086,-0.6838034834889722,0.31681019105510705,-0.07278289931812996,-0.31947875255658736,1.4410545456653108,1.8875400155186468,-0.04967094380360688,0.7809290050656753,0.46951576767250586,0.6714804414456617,1.3006701903284763,0.6680498296279951,0.713232646276166,1.3582728375898314,0.06387669876622915,F,1.2186057606953942,-1.4844353765310143,1,-0.6793043741013713,0.07248255351362437
2,1,2010_1,cover,17,15-17,somewhat deliberate,I was singing this song on the Prom Bus when they were playing throwback songs on our way to our prom.,somewhat positive,somewhat,extremely,"Tik Tok by Kesha was a classic and my dad also used to put it on. I listened to it on a throwback playlist for some time in 2014, but I didn't like it very much so I only played every now and then.",somewhat,somewhat,a little,extremely,extremely,somewhat,-1.5843320801726295,-0.7432239065074712,-0.01535057103424868,2.5273524618174212,-1.31537413791451,-0.5342693547105105,0.3979347913363489,-1.9482280753234476,0.19191497758620885,0.6567028132589373,-1.0960699371349605,-2.163718859697165,-1.7527746819547965,-1.0188420327396153,-1.6971569538986342,-1.776443856122157,0.03486415698970847,-2.614748533997007,-0.9301691426255684,-1.4715782097823704,-0.5456019354717078,F,1.2186057606953942,-1.4844353765310143,2,0.0102047348119157,-1.9635442305769613
2,1,2011_1,orig,18,This was mostly high school and college. 17-20.,somewhat spontaneous,I was listening to this song in the basement of our dorm in Freshman year and we were playing a song guessing game,very positive,somewhat,extremely,I listened to it every now and then maybe once a week for several years from 2014-2017 but mostly liked listening with my friends when they would put it on for our song guessing games.,extremely,very,a lot,extremely,somewhat,somewhat,0.3691877151440101,0.2664956070489005,-0.4367364698274677,-0.2068159647290981,-0.4535355150275783,0.02415262864567158,-0.7064435831659611,0.6523045020495938,0.4466114895486405,0.1099269700583054,0.08881268614952957,0.9202800730357584,0.3962912189223095,0.30512639603323943,0.4668642704939839,0.33248886371727376,0.3200741926812523,-0.4237760036730632,1.6486046308195803,0.16382197868657103,0.06387669876622915,c,1.2186057606953942,-1.4844353765310143,1,-0.18285781568380488,0.9886946063543876
2,1,2011_3,orig,16,14-18,somewhat spontaneous,My friends were talking about some movie that they described as them having Seth Rogan and going to North Korea and this song played in the background.,neutral,not at all,a little,Firework by Katy Perry is a classic but I really started listening to her more in 2014 when I listened to throwback playlists. I listened maybe a few times a month in 2014 so not super often.,somewhat,not at all,somewhat,somewhat,a little,not at all,0.8821065844335567,0.7440478043731578,0.6710164439961762,-0.6193883271663312,0.42878004429350114,0.7698073748547906,0.2478466239677365,1.130522588608002,-0.6055809566926073,-0.3818035622709296,0.00397034118899631,0.106589455598385,0.5461476572304652,0.5422695853200926,0.9317375705627816,0.7324647863509063,0.6938827754638258,0.01644491095574505,-1.388460283032667,0.00677574888477032,0.9055376708745948,Ab,1.2186057606953942,-1.4844353765310143,1,2.1614731546213672,2.047428534081491
2,1,2012_1,orig,16,15-18. Mostly during high school in the car,completely spontaneous,I was listening to this song in the car with my friend Kevin and he was telling me how he liked this song.,somewhat positive,a little,somewhat,"I listened to it a lot at home on my personal playlist in high school, and also in the car with my friends during that time",very,not at all,love it!,somewhat,not at all,somewhat,-0.8408181898964185,-0.8801238447444744,-0.818981412205266,0.05340603521295918,-0.387100258867443,-0.7153358518291634,-0.601365056654307,-0.738341273075945,0.9414554486903686,0.3043695944911632,0.8094855834722299,0.33275761144103655,1.0493583333468846,0.7514960791749731,0.5848931542986902,0.4062311373126647,0.4994076522844574,-0.03219267081533387,-0.15659960730423525,-1.1793469963591463,1.1685567353462176,F,-0.8124038404635961,0.6669202416298763,1,-1.0654294750928113,-0.3347228033044931
2,1,2012_4,orig,15,This was from 14-18,completely spontaneous,"I remember listening to this song first back in 2012, but what I am remembering is This is my Biome, a parody in Minecraft that I first watched in 2013 I believe.",neutral,not at all,not at all,"I liked the song but hated the rap, but I would listen pretty often throughout high school and when it was on the radio. Maybe a few times a week from 2012-2014, with some weeks being less and some more.",extremely,not at all,a lot,not at all,not at all,a little,-0.38558905019779904,0.999921891549851,1.220849023101165,0.01588472962926174,0.1640416357171546,1.1867056727928007,0.7789625961775039,0.408282760976966,-1.478641952629412,-0.23677946668732003,-0.12344624837956006,-0.9062339402145624,0.8258084059704308,0.10791558740786972,0.4121639646135898,-0.08906755427322668,0.1745638872810771,0.9169270963980666,0.2724800332317486,1.2327856764805638,0.4481132406637964,B,-0.8124038404635961,0.6669202416298763,1,0.2032672853076351,0.907253534990764
2,1,2012_5,orig,15,14-16,completely deliberate,I was listening to Lights back in 2012 I believe when I was playing COD MW3 pretty often and remember playing call of duty with it on in the background.,neutral,not at all,not at all,I listened to it in the background with other songs in the playlist. It wasn't a favorite but it was a solid staple from 2012-2013. Listened maybe a couple times a month,very,not at all,somewhat,not at all,not at all,not at all,0.22851271172989016,0.4838298058041527,0.22690752616584473,-0.4777801496872997,0.925887486887942,0.26861070099029905,-0.3429382193771106,0.4323007512212495,-0.13055987489856463,0.8355732444971344,0.4172587316357157,-0.02800096174870455,0.905741594202062,1.2370048162785765,0.9198475060293808,0.6811814317590185,-0.0354155225154875,0.1796909642693433,0.2227767359557164,0.9257687033026324,0.6664294304458469,B,1.2186057606953942,-1.4844353765310143,1,0.9203567585774528,0.7240111244226114
2,1,2013_2,cover,16,I associate it with high school so mostly ages 16-18.,completely deliberate,I remember the controversial video with nudity with Emily Ratajowski that was uploaded and thinking that it was whatever.,neutral,not at all,not at all,I listened to Blurred Lines but not outside of the radio or watching the music video for the first time. Very rarely do I listen.,somewhat,not at all,a little,not at all,not at all,not at all,-1.17491738660507,1.0207797069717948,1.2024305325794375,-0.02815522499166671,1.1040956548476974,1.0480954274382344,1.1566675455523494,-0.4063932252891452,-1.249091655190652,0.615130761600217,0.7089080168631869,-0.8398242389405464,-0.27344333485820876,0.6482549268489644,0.5700703226080028,1.0981995854160564,0.15460681199688492,-0.8468268559992493,-0.389739650648719,-0.8538793791755651,0.6664294304458469,G,1.2186057606953942,-1.4844353765310143,1,0.3963298358033557,0.4389673746499296
2,1,2013_5,cover,17,Age 16-18,somewhat spontaneous,I was listening to a Pentatonix version of this song Cant Hold Us by Macklemore at night while studying for a test back in 2014,somewhat positive,not at all,not at all,I listened to the PTX version pretty often maybe a couple times a week during a period of a couple months in my junior and senior year of college 2014-15,very,not at all,somewhat,not at all,not at all,somewhat,-0.6672377462779385,1.2579746875047575,0.799616573647018,0.7390062474070077,0.16225034963137636,0.6846862882456163,0.44007737754372744,-0.27105883527787084,-0.6220782377673266,0.6751786619308109,0.6998319976134747,-0.22451157994597476,0.4036130457131793,2.396065175029016,-0.244516237172971,2.582786700006493,-0.4804441837216873,0.8562005502266463,0.5421753331850723,-0.4114276482553688,1.7822678715296592,E,1.2186057606953942,-1.4844353765310143,2,0.5066512932294803,0.27608523192268264
2,1,2013_6,orig,17,This song is associated with the end of high school to beginning of college. 17-18,completely spontaneous,My friend James had picked me up from school and was singing  the long version of this song and I thought at first I didn't love it.,somewhat positive,not at all,somewhat,I know it's Mirrors by Justin Timberlake. It was a classic song back in 2014 and I listened to it on the radio in high school and was on my playlist in college. Unsure of how often I listened but maybe a couple times a month for 1 year.,very,a little,a lot,somewhat,not at all,not at all,0.6358320477100501,-0.9244346307659036,-0.6611183598267443,-0.7540865380323256,-0.6031108335261468,-0.5886666695509792,-0.7404028275483959,0.8123788116341718,0.5968285726606813,-0.953770002830594,1.0167634605897458,0.03381213393523367,0.7178301625918526,-0.20253634385739755,1.2316316845111892,0.6834067165723746,0.5088749531069783,1.0046557468314368,0.27063144976723236,0.9085356246554044,-1.0630138250010828,Eb,-0.8124038404635961,0.6669202416298763,1,-0.01737562954461666,-0.2736419997817752
2,1,2014_1,cover,17,16-18. Mostly during the latter half of high school,completely spontaneous,"I was sitting in my room waiting for my SAT results back in 2014 and when I got my score I put that on and danced around the room, waking my parents up.",very positive,extremely,extremely,"I used to listen to a lot when I was happy and generally in a good mood, but it wasn't part of my main playlist.",extremely,extremely,love it!,not at all,extremely,extremely,0.8673343492278413,0.6174030965538766,-0.6896505645668997,-0.6574017393263865,-0.3058995118501617,-0.08527949267120155,-1.2254249996836706,0.17346686244842957,0.5031831180083017,1.523481742761186,0.8055226534047977,1.0168718983670506,-0.3129584456883631,1.157698540901038,0.09220165356000012,0.6304736419439443,0.23539530858653931,0.4536106046577094,-0.0629037810507885,-0.5005350667476961,2.5494067383201693,Ab,1.2186057606953942,-1.4844353765310143,1,2.133892790264836,0.8665329993089519
2,1,2014_4,cover,18,17-18. Really the end of high school to beginning of college,somewhat deliberate,I was listening to this song with my friend during Freshman year of college and he was singing along,very positive,a little,not at all,"I listened a lot to the music video when it first came out in 2014 I believe. It was ok, but Fancy by Iggy wasn't a great song so I listened maybe a few times a week for the first month it was out. Then just occasionally when my friends put it on.",somewhat,a little,a little,very,not at all,somewhat,-2.0771409560120695,-0.36847050295902795,0.3895836124225896,1.1281150275321792,-1.0851838245241592,-0.30124075982014287,1.3089197194693245,-3.1811549977705473,-0.1199485752690406,-0.18420413102098093,-1.3646297251778574,0.3918317001077558,-0.9996119469444932,1.5771961459462709,-1.7291047195442666,0.5126735944403863,-0.11015364926064282,-1.861304532678434,-0.6430649921791309,-1.7621449858990397,-0.2634359014981353,c,1.2186057606953942,-1.4844353765310143,2,0.2308476496641663,-1.149133516940727
2,1,2014_5,orig,16,"16-17, End of high school heard mostly in my room",somewhat deliberate,Another example of me listening to music more than studying in high school where I was sitting in front of my computer at night singing along,neutral,not at all,not at all,"I used to listen to this song quite often back in 2013, counting stars by One republic and heard it a lot on the radio too. It was part of my personal playlist so I heard it several times a week when it first came out.",very,not at all,a lot,not at all,not at all,not at all,1.4135561158253118,0.671132014010866,-0.054045778354378723,-1.3016461786772402,-0.17546300599522455,0.3536323117334814,-0.7033598244669502,1.1813881180681811,0.26505836022041845,0.5936426094568473,0.5214470494500079,0.4788980859574439,1.1046936745613885,0.69629207075413,0.25593702207671404,0.48621943348567653,0.6852047608604976,0.2768127138357052,0.4732071827272506,0.5056134032192012,0.9055376708745948,E,-0.8124038404635961,0.6669202416298763,1,0.17568692095110391,0.7850919279453292
2,1,2015_3,orig,18,18-20,completely spontaneous,I was watching the Fast and Furious movie with all of my college friends Freshman year and we were all gathered in the basement of our dorm talking about how the main character had died.,very positive,very,extremely,"I used to listen to it on my playlist from 19-20 since I didn't think it was a great song at first, but it grew on me after being on the radio more.",extremely,very,a lot,extremely,very,extremely,-1.7016022041478496,-1.895476671525636,-2.0178269749850477,0.6602090041151759,-1.4306553236870896,-2.092403360207197,-1.4818339266195604,-2.8344642833681126,2.0426001805475074,0.9903556588018234,-0.1813279881831757,-0.390544124199426,-0.05523724984392374,-0.08880498981905914,-1.1972251135127108,-0.08544909623774655,-1.1990643902699496,0.9759747471514312,-2.414380946695771,-1.370253230416826,-0.902718324691054,Bb,-0.8124038404635961,0.6669202416298763,1,-1.7549385840060971,-1.5970594094406558
2,1,2015_4,orig,17,16-19,somewhat spontaneous,My friend Chris from high school liked to sing this song for fun in the car which he was doing during this event.,somewhat positive,not at all,extremely,"I listened a lot when it first came out around 2014. I listened on repeat for a month in 2014, then just occasionally with friends until around 2017 when the trap remixes improved. Trap Queen by Remy Boiz I think.",very,a little,somewhat,extremely,not at all,very,1.382279152324993,1.6436269868007125,1.251369769852691,-0.22438399605643353,0.31549306250278414,1.497449945596202,-0.02832823427742601,1.3353137528296029,-0.8661887709541867,0.6142954128709378,-0.22816551748567052,0.81530913160748,1.0569514648457448,-0.00210935281394632,1.176948749357703,0.5996442072888275,1.4868448307605375,1.5349115173965044,1.7063088034727778,1.6722111084229851,-1.1912669255128336,d,-0.8124038404635961,0.6669202416298763,1,0.2584280140206974,1.0904959455589167
2,1,2015_5,cover,18,17-18,completely spontaneous,I was playing a song-guessing game and I would always get the beginning of the music video.,very positive,a little,very,"I listened a lot at the end of high school on youtube, at least several times a week. During college, it was the song I guessed most often during our song guessing games.",extremely,somewhat,love it!,extremely,somewhat,very,0.42878981937009497,-0.5295844205187801,-0.8178427443099684,-0.3881194471020266,-0.3375736090334126,-0.70995383689335545,-0.46235456796947705,0.32450943336133087,0.9838987853809804,0.23294930583004217,0.4210948547190892,-0.5205807520717568,-0.39264269536399105,0.6366524763557548,-0.5693612360618397,0.3739395097711404,-0.12407736430289748,-0.7482456557596733,0.3179533755299081,0.5466149831877167,0.4481132406637964,Db,1.2186057606953942,-1.4844353765310143,1,0.7272942080817322,0.2964454997635883
2,1,2016_2,cover,17,17-19,somewhat spontaneous,"When I listened to Sorry by Justin Bieber, I was in my room watching the purpose movement videos and I just remembered watching in my room during high school.",neutral,not at all,not at all,"I heard it first in high school I believe, and it was a main playlist item for a while including during the first couple years of college.",extremely,not at all,love it!,not at all,not at all,somewhat,0.5939019932718104,1.4532113465150858,1.041738466199275,0.14075692580105997,-0.5072722070615241,1.2057714671789357,-0.1649117158248262,0.6957685308950343,-0.5846547603708957,0.9805048266162588,0.06617396802381917,0.3492712371544519,0.7751846785339581,0.2984578881605969,1.044203804421534,0.6617256408735881,0.1861126619786312,0.5109865471062057,0.46349868914458087,-0.08317849737552767,-0.079740054410992,Eb,1.2186057606953942,0.6669202416298763,1,-0.6517240097448396,-0.00895851784999912
2,1,2016_4,cover,19,19-21,somewhat deliberate,"I was listening to music with my friend Joseph, and we were talking about music in the car.",somewhat positive,a little,a little,Listened to it a lot in the car and was on my personal playlist for a couple months. I listened maybe once or twice a week during that time back in 2016. Work - Fifth Harmony,very,not at all,a lot,a little,not at all,a little,1.4164709602979126,-1.8333913445139536,-2.5174076908280547,-0.3037785085077089,-1.5915218698737323,-2.787919704233273,-2.316187975227727,-0.8280469695055102,2.7892116246353216,1.2868198998981089,-1.0186116984180416,0.5086919537870926,-0.8628400617484226,0.23871551938775024,-0.6233675050161814,0.4031618706212437,1.272826894051759,0.34316131596266497,2.962574438690108,0.5199150938718722,-0.6725766518285908,Bb,-0.8124038404635961,0.6669202416298763,1,-0.3207596374664619,-0.9658911063725744
2,1,2016_5,orig,18,18. I was in my Freshman year of college when I first heard this song with my friend.,completely spontaneous,"I was talking to my friend Kevin from college, and we were just listening to songs when this came up and he told me he liked it.",somewhat positive,somewhat,a little,"I did not like this song whatsoever, but my friend and roommate did so we listened to it sometimes when he was around.",very,a little,not at all,somewhat,not at all,very,-0.388589541189115,0.7582192590736536,0.5903262265980145,1.7833767653501955,-0.14091150783830125,0.7468103496590952,0.389115518871051,-0.1782463876282128,-0.10126178505927189,1.172513009639675,0.41667397916246623,-0.33110405739259063,-1.6419099749283148,0.34568063830176626,-0.40287900111510727,-0.9166102445567512,1.0729357372221695,-1.6744736540793448,0.7087568596935165,-1.225782776980388,-0.6725766518285908,a,-0.8124038404635961,0.6669202416298763,1,-0.5414025523187137,-0.15148039273634045
2,1,2017_2,orig,25,This was mostly during college that I remember it. 20-22,completely spontaneous,I was sitting in bed with my girlfriend and the Justin Bieber version of Despacito came on.,very positive,a little,very,I listened to it quite a bit when it first came out I believe in 2017 or 2018. It hit the top of the charts and stayed there for some time. I listened maybe a few times a week for about a month.,very,somewhat,a lot,somewhat,a little,extremely,1.652172804069034,0.8851864853504511,0.5134663575258354,-0.9529911325000608,0.7871760900594407,0.712060485768335,-0.13230062185222707,0.8650570271724274,-0.3336994045785063,0.1581003406875914,-0.704562834961852,-0.0839996629084041,0.428714656010734,0.2664307411551095,0.1543916567211863,-2.7793687671197066e-4,-0.4458848983074648,0.3807435619954566,0.1086365594324928,0.863898559974864,-0.5500014229540788,D,-0.8124038404635961,0.6669202416298763,1,0.5893923862990751,0.5814892495362701
2,1,2017_4,cover,20,19-20. Associate with college.,completely spontaneous,I was sitting in the back of a van with my friend Adrian on our way to a leadership retreat back in 2017.,somewhat positive,a little,a little,"I used to listen every now and then during 2017 when the album first dropped, but I didn't listen very often. I used to like Kendrick, but this was at the tail end of me liking him.",somewhat,a little,somewhat,very,very,extremely,0.6092470343032518,-0.46532149666976175,-0.39410636126034193,-1.5528761060662788,0.07707934382865225,-0.5952779792055933,0.23752943196316648,0.9532906232098102,1.034871898560752,-0.520549048394837,-0.6056568470541043,-0.16534955005925875,-0.7216173316272444,-0.3120405393964399,0.16283303784982847,-0.32411332674375454,-0.25282775591043893,0.2690316259653707,0.34559748452094324,-0.6529598074687809,-1.2862877773242742,NA,-0.8124038404635961,0.6669202416298763,7,-1.9480011345018171,0.47968791033174096
2,1,2018_3,cover,21,I was 20-22 when I heard it the most. I associate it with college.,completely spontaneous,I was singing this song to my ex-girlfriend and using my country accent to annoy her,very positive,very,very,I used to listen to it on the radio and put it on my personal playlist when listening to country music. I would listen maybe a few times a month back in 2016-17.,somewhat,somewhat,somewhat,somewhat,a little,very,1.086980691430657,0.5196987139072694,0.3344778244545336,0.01415748193020445,-0.71417731376828,0.5078798117951382,-0.1555327677087288,0.8575704001942653,-0.7307497574072538,0.5618613460782224,1.7744521355790353,0.02552782613898036,-1.1728792097722294,-0.212977731792014,0.03719215439879501,-0.2911045766105871,-0.42141228179862417,-0.7114679752687396,0.4718765089749584,-0.17487352400171344,-1.105784506879998,Bb,1.2186057606953942,0.6669202416298763,1,0.2860083783772298,-0.3347228033044922
2,1,2018_4,cover,20,2017-2019,somewhat spontaneous,I remember when I first listened to this song after discovering it on youtube with very few views and thinking huh that's weird,neutral,not at all,not at all,I used to listen to this with my friends in college all the time and even now it makes it onto our playlists. Back in 2017 when it first came out I listened to it on repeat for a couple months.,extremely,not at all,love it!,not at all,not at all,not at all,-0.08927666812090009,0.6488543010147636,1.0961162533256117,-1.1282943162003871,1.513829739269114,0.7234409901983303,1.3941135616226652,1.4458584793040268,-0.8404970409742457,-0.6553368119126214,0.7468933454791415,-0.49897154949910266,0.7461578568629988,1.175028740502634,0.25306004494137596,1.6166403140368668,-0.00271012283287892,0.10868125477785134,0.1638889178311308,0.07142446234553271,0.4481132406637964,f,1.2186057606953942,-1.4844353765310143,3,-0.7896258315274967,1.192297284763446
2,1,2018_5,cover,21,This is associated with the end of college ages 21-22,completely spontaneous,Was in the car with my best friend James and my ex-girlfriend at the time and he was picking us up to go around the city of Baltimore,very positive,somewhat,very,I listened to it a lot on the radio in 2018 and put it on my playlist. Rockstar Post Malone was one of the first bangers that came out from him so I listened for a solid couple months a few times a week at least.,extremely,somewhat,love it!,very,very,very,-0.0915984283441243,-2.6689238076903004,-2.48524438237048,0.7107028969938696,-1.8542852823485656,-2.633074938590723,-1.8847136142190395,-1.6845423849964516,3.199197210173825,0.4652561497023376,-2.48963816451253,-1.0680025596614502,-0.8241479969752976,-0.22410640076847244,-2.3970233148397373,-0.7870945890893561,-1.6104126237639227,-2.4524671628397012,-0.7589368794422219,-2.4223342178741443,-1.5931433390033398,a,1.2186057606953942,-1.4844353765310143,2,-2.0583225919279435,-2.085705837622396
2,1,2019_3,orig,24,This is associated with the end of medical school so ages 24-25,somewhat spontaneous,I was listening to this song in the car with my now girlfriend and we were on our way to a rotation at 5am.,somewhat positive,not at all,not at all,I know that this is by Halsey and I have gone out of my way to put it on my playlist. I first heard it on the radio but put it on my playlist in 2022. I listened to it for a month straight.,somewhat,extremely,a lot,a little,somewhat,not at all,0.3742852337105561,-0.8879293662282872,-1.094810627383087,0.38806294077705983,-0.6149549368594754,-0.9253205825927177,-1.1898130180983058,-0.4416260723471997,0.4443780412846897,-0.08919025702649953,1.0977338150126277,0.1793900401629511,-0.5041863468014232,0.5080621061927797,-0.3833081542321056,0.7800468151088897,-0.847287241075808,-0.166226918137489,1.172386012217722,-0.50878404074576,-1.4477907057613126,Gb,1.2186057606953942,-1.4844353765310143,1,-0.3207596374664619,0.15392362487724787
