internal_id,song_id,age_at_event_orig,age_at_event_cover,age_at_event_diff,association_orig,association_cover,control_orig,control_cover,control_diff,content,description_orig,description_cover,semantic_distance,emot_content_orig,emot_content_cover,emot_content_diff,emot_intensity_orig,emot_intensity_cover,emot_intensity_diff,energetic_orig,energetic_cover,energetic_diff,experience_orig,experience_cover,familiarity_orig,familiarity_cover,familiarity_diff,important_orig,important_cover,important_diff,preference_orig,preference_cover,preference_diff,social_orig,social_cover,social_diff,unique_orig,unique_cover,unique_diff,vivid_orig,vivid_cover,vivid_diff,mean_sim,rms_difference,spectral_bandwidth_difference,spectral_centroid_difference,spectral_contrast_difference,spectral_flatness_difference,spectral_rolloff_difference,zero_crossing_rate_difference,mfccs_offset_difference,mfcc1_difference,mfcc2_difference,mfcc3_difference,mfcc4_difference,mfcc5_difference,mfcc6_difference,mfcc7_difference,mfcc8_difference,mfcc9_difference,mfcc10_difference,mfcc11_difference,mfcc12_difference,mfccs_dist,tempo_difference,key_difference,treble_difference,tbb_difference,voice_type_difference,mean_valence_difference,mean_arousal_difference
2,2014_4,17,18,-1,17-18.,17-18. Really the end of high school to beginning of college,completely spontaneous,somewhat deliberate,3,diff,We were in high school and everyone was singing it or putting it on their phones in our math class.,I was listening to this song with my friend during Freshman year of college and he was singing along,4.00080138,neutral,very positive,-2,not at all,a little,-1,very,not at all,3,"I never really listened on my own. I heard it on the radio and people played the song in class, especially when it first came out. But, I myself never listened to Fancy by Iggy on my own other than to check out the music video.","I listened a lot to the music video when it first came out in 2014 I believe. It was ok, but Fancy by Iggy wasn't a great song so I listened maybe a few times a week for the first month it was out. Then just occasionally when my friends put it on.",somewhat,somewhat,0,not at all,a little,-1,not at all,a little,-1,very,very,0,somewhat,not at all,2,somewhat,somewhat,0,-0.6171914543975401,2.038623960291151,-0.5450984983966972,0.10551377775858348,0.9362245469152158,1.8690493935585215,0.05964128568468233,-0.4645153179838859,4.6414594986549575,0.2392949825182118,0.3401207478903457,-0.15403919005189856,-0.15174960159445025,0.9693434374632396,0.11880967628732456,1.1176978392782957,-0.1501983581665077,0.8599690477871004,2.377210301587054,1.9775685962867229,1.4977856648043777,0.44844381714429593,-0.6488888295873142,0.12281048440826932,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,-0.4355515082710882,1.488692437790376
2,2014_5,16,18,-2,"16-17, End of high school heard mostly in my room",This song is moslty associated with end of high school to beginning of college. 17-20.,somewhat deliberate,somewhat deliberate,0,diff,Another example of me listening to music more than studying in high school where I was sitting in front of my computer at night singing along,I was playing a song guessing game when this came up in college.,6.989602181,neutral,somewhat positive,-1,not at all,somewhat,-2,not at all,very,-3,"I used to listen to this song quite often back in 2013, counting stars by One republic and heard it a lot on the radio too. It was part of my personal playlist so I heard it several times a week when it first came out.",I listened to the song a lot in my free time in college. It was a part of the playlist and I listened multiple times a week for several months. I also listened as part of our song guessing game in college.,very,very,0,not at all,somewhat,-2,a lot,a lot,0,not at all,very,-3,not at all,somewhat,-2,not at all,somewhat,-2,0.12596502290232736,0.5173426933665367,0.7699813821330435,-0.4692499286554113,-0.3912681538471848,-0.361437508547606,0.19184460004742304,-0.3733562084979372,-0.7629073519269773,-0.41698984636865793,0.5946258615966559,-0.9688688909041986,-0.8778274611489436,0.9470246791309116,-0.8564943594103668,-1.216618685671562,-0.7729719006490462,-0.9276237025915516,-1.05073758102452,-0.9122017863292816,-1.1086521837140324,-0.6408492988977438,-0.6488888295873142,-0.34953753254661263,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,-0.14975655533730284,-1.0732690114047556
2,2015_3,18,18,0,18-20,Mostly associated with that movie we all watched and that downstairs theater where we watched the movie for the first time. I also listened throughout college 18-21.,completely spontaneous,completely spontaneous,0,same,I was watching the Fast and Furious movie with all of my college friends Freshman year and we were all gathered in the basement of our dorm talking about how the main character had died.,me and my friends were watching the fast and furious movie I think it was 6 and this song came on after Paul Walker's scene.,4.810926858,very positive,very positive,0,very,extremely,-1,extremely,extremely,0,"I used to listen to it on my playlist from 19-20 since I didn't think it was a great song at first, but it grew on me after being on the radio more.",I listened to this song when it first came out with the movie in 2015 or 2016. I didn't really enjoy it at first but Charlie Puth really grew on me. See you again is a classic and I'm glad I liked it more after I listened more. Put it on my playlist and listened a few times a week for several months.,extremely,very,1,very,extremely,-1,a lot,love it!,-1,extremely,extremely,0,very,extremely,-1,extremely,very,1,2.0024351280844925,-1.253514385314474,-0.29908437095154317,1.4482085904718434,-1.2306950229159257,-0.22331678995065157,0.7484026103247602,0.8479748255508185,0.7272310702616761,2.377420835093645,3.192750304394631,-0.9027010527816632,-0.0311598566436656,1.4389512516544956,0.44019008246315744,-0.6801188067165134,0.7402318524386803,-1.135910202872577,-0.16939762219428367,1.017434695729981,0.8560539088550962,2.6821504192852745,-0.6488888295873142,0.12281048440826932,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,-0.26407453651081847,-0.8804332034008211
2,2015_4,17,19,-2,16-19,17-20. End of high school to beginning college.,somewhat spontaneous,somewhat spontaneous,0,diff,My friend Chris from high school liked to sing this song for fun in the car which he was doing during this event.,Was working out to a remix of this song when I was a sophomore in college with my best friend.,6.996333915,somewhat positive,somewhat positive,0,not at all,a little,-1,extremely,very,1,"I listened a lot when it first came out around 2014. I listened on repeat for a month in 2014, then just occasionally with friends until around 2017 when the trap remixes improved. Trap Queen by Remy Boiz I think.","I loved this song when it first came out in high school. But, I didn't go out of my way to listen outside of when I was driving and it was on the radio. I added the remix to my playlist in 2016, and worked out a lot with my friends using it. Maybe listened once a week for a couple months.",very,very,0,a little,somewhat,-1,somewhat,somewhat,0,extremely,somewhat,2,not at all,somewhat,-2,very,very,0,-1.0630853407774608,0.5303501695963777,-0.2050429118579384,-0.6225165377823109,0.5027405488773956,-0.6426832103157609,-0.3843682607493564,-0.7962713909714788,-0.28963343654007495,-1.243076993716007,0.24831601336244896,-0.4632702679791517,0.22389435844596897,-0.04891538455748082,-0.20750264622436232,-0.6753223681845152,-0.7056256002782769,-0.8121271426355029,-0.9609410966664425,-0.8785634453056573,-1.106741767135373,-1.040600399950482,-0.6488888295873142,-0.34953753254661263,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,1.0505822469845951,-0.9906250936887832
2,2015_5,18,18,0,Mostly high school to college. 17-19,17-18,completely spontaneous,completely spontaneous,0,similar,Was playing a song guessing game in the basement of my college dorm with some friends.,I was playing a song-guessing game and I would always get the beginning of the music video.,6.169786567,very positive,very positive,0,somewhat,a little,1,very,very,0,"I listened to this a lot in my personal youtube playlist for a long time. Probably several times a week during the end of high school for many months. Then it slowed down to just a couple times a week when it ran through my playlist regularly. I did used to play a song guessing game, where we would guess songs like Sugar- Maroon 5 as a group.","I listened a lot at the end of high school on youtube, at least several times a week. During college, it was the song I guessed most often during our song guessing games.",extremely,extremely,0,very,somewhat,1,love it!,love it!,0,extremely,extremely,0,somewhat,somewhat,0,extremely,very,1,0.5532799973497513,-0.15244593691486713,-0.03814689057861159,0.5600560863842942,-0.9851107426768172,-0.7171640183619598,0.4514792785659551,0.22554942399915395,-1.0157659356663058,0.5229029356063748,-1.1720661450879075,-1.1084870591354807,-0.3874601447462585,0.04322871058684607,-0.17856523072185895,-0.9113302524195132,-0.4661353818909913,-1.171159316045372,-0.15023964709589782,-0.6404803757391906,-0.5342342202102331,-0.5277687933713283,-0.09422439205923612,0.12281048440826932,1.4516881118145668,-1.8447703299038216,1.429927046399463,-0.26407453651081847,-0.49476158739295145
2,2016_2,17,17,0,Mostly with the end of high school to beginning of college. 17-19,17-19,completely spontaneous,somewhat spontaneous,1,similar,Listening to this song in my own room watching the purpose movement team dancing to it thinking that it was quite a dance.,"When I listened to Sorry by Justin Bieber, I was in my room watching the purpose movement videos and I just remembered watching in my room during high school.",9.427155754,neutral,neutral,0,not at all,not at all,0,not at all,not at all,0,"I liked Sorry by Justin Bieber quite a bit. mostly listened to it during college myself, and had it on the playlist several times a week for quite a few months back in 2015 or 2016. I believe it was late 2015 that I added it on and listened all the time on the playlist and on the radio.","I heard it first in high school I believe, and it was a main playlist item for a while including during the first couple years of college.",extremely,extremely,0,not at all,not at all,0,love it!,love it!,0,not at all,not at all,0,not at all,not at all,0,somewhat,somewhat,0,1.4822255939745856,-1.0201603120132423,-0.6151003908238161,-0.2373207024994972,-0.7223455277762149,-1.075933735797856,-0.23934354239281871,-1.0154103577461695,-0.918457686352974,0.04043940030373567,-0.7673335748405299,-0.1279421788127056,0.03109874293962015,0.6025562505689401,-0.3412761192626262,0.09949008201104877,-0.6650702750914056,-1.269579359945721,-0.6233570996211295,-0.8924201757000818,-0.06214083517857472,-0.6377421388019318,-0.6488888295873142,0.12281048440826932,1.4516881118145668,-0.03617196725301611,0.3299831645537223,-1.064300404725418,-1.155912929120728
2,2016_5,18,18,0,18. I was in my Freshman year of college when I first heard this song with my friend.,Mostly beginning of college. 18-19.,completely spontaneous,completely deliberate,4,same,"I was talking to my friend Kevin from college, and we were just listening to songs when this came up and he told me he liked it.",I was listening to this song with my friend Kevin who said he really enjoyed it when I was a freshman in college.,4.572817929,somewhat positive,neutral,1,somewhat,not at all,2,a little,not at all,1,"I did not like this song whatsoever, but my friend and roommate did so we listened to it sometimes when he was around.","I did not like this song Stressed Out - 21 pilots. It sounded very different here, so I had a harder time remembering, but I tried to avoid playing this song if possible. Sometimes, my friends would put it on since it was on the radio so often.",very,somewhat,1,a little,a little,0,not at all,not at all,0,somewhat,somewhat,0,not at all,not at all,0,very,not at all,3,-1.3603479316974074,-0.502660503584812,2.1733299018491485,0.2448746980851124,0.2727423696900607,-0.9521394481719742,1.0468503529359787,-1.205242411625819,-0.7240950146834079,-0.45854155733922114,2.2819219885395596,-1.2089036075299535,0.1365233165914742,-0.28177681793121295,0.04718347988014373,-0.04484990282920644,-0.4585618916491881,0.9665605753768124,-0.5391186439517335,1.1436539244666828,0.3869711116639567,0.5736208711327017,1.3206566613710786,-1.2942335664563769,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,0.9934232563978386,-0.7977892856848493
2,2017_4,19,20,-1,19-20. More associated with middle of college.,19-20. Associate with college.,completely spontaneous,completely spontaneous,0,similar,Was sitting in the back of the car with my friend from a leadership group when I was discussing the song.,I was sitting in the back of a van with my friend Adrian on our way to a leadership retreat back in 2017.,9.982625952,somewhat positive,somewhat positive,0,not at all,a little,-1,not at all,a little,-1,"I listened to this song just to hear what Kendrick's new music was like. It was alright, but I never added it to an official playlist. Just looked it up every now and then when I wanted to hear a Kendrick song back in 2016.","I used to listen every now and then during 2017 when the album first dropped, but I didn't listen very often. I used to like Kendrick, but this was at the tail end of me liking him.",somewhat,somewhat,0,somewhat,a little,1,a little,somewhat,-1,somewhat,very,-1,somewhat,very,-1,very,extremely,-1,-0.264192127680103,0.6826364783436228,-0.14222588283648424,-1.1257253523087591,0.08153244807010995,-0.37028129655279873,-0.222417542678409,0.4577079274311816,0.5365091239936287,0.0906701692624653,0.6664825685304818,-0.08036138229459476,0.279082941286858,2.2129577030455705,1.029561051503766,1.220086807594811,0.4770249812803137,1.040864241859795,0.26158120730235584,-0.05527409140200206,1.1467194544804664,0.6085025960548227,-0.19029367794726684,0.12281048440826932,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,-0.2640745365108172,-1.1283649565487364
2,2018_3,21,21,0,This came out in 2016 I believe which was college for me. 19-21.,I was 20-22 when I heard it the most. I associate it with college.,completely spontaneous,completely spontaneous,0,same,I was singing this song to my ex-girlfriend and she kept saying to stop since I was butchering the country accent.,I was singing this song to my ex-girlfriend and using my country accent to annoy her,6.135465975,very positive,very positive,0,very,very,0,extremely,very,1,"I listened to this song and wasn't impressed at first by Meant to Be by bebe Rexha and Georgia-Florida Line (I believe). But, it grew on me and I listened to it on youtube a couple times a week for a few months after in 2017.",I used to listen to it on the radio and put it on my personal playlist when listening to country music. I would listen maybe a few times a month back in 2016-17.,very,somewhat,1,extremely,somewhat,2,somewhat,somewhat,0,extremely,somewhat,2,very,a little,2,very,very,0,1.5379623297720757,-1.2028239657478068,-1.3572356588108332,-0.9377618222671592,-0.6087325232153085,0.1665397666186321,-1.3039311505559923,-0.30311518107978913,-0.5327001917466414,-1.3706450444756444,-0.5757008627898406,-0.7825430479110361,0.08646926399556322,-0.4870422332286906,-0.6740530599479919,-0.6014104559564832,0.07199233385554875,0.8967816145014077,-1.1003223239708375,-1.306091914424565,-1.4817773249961,-1.3659910473832677,-0.6488888295873142,0.12281048440826932,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,-0.4355515082710907,0.11129380919084196
2,2018_4,19,20,-1,Mostly middle of college 19-21.,2017-2019,completely spontaneous,somewhat spontaneous,1,similar,I was listening in my room in college in sophomore year thinking wow I should share this with my group they wont believe what I found.,I remember when I first listened to this song after discovering it on youtube with very few views and thinking huh that's weird,10.4022831,neutral,neutral,0,not at all,not at all,0,not at all,not at all,0,"I listened so much when it first came out. Multiple times a day on youtube before it really blew up. Then, for several several months, I listened several times a week on youtube and in the car on the radio. It was a great song and a staple. Havana - Camila Cabello",I used to listen to this with my friends in college all the time and even now it makes it onto our playlists. Back in 2017 when it first came out I listened to it on repeat for a couple months.,extremely,extremely,0,a little,not at all,1,love it!,love it!,0,not at all,not at all,0,a little,not at all,1,a little,not at all,1,-0.6543492782625333,1.2082270511538178,0.250664210370073,1.6995631579393011,0.05039966384809694,0.7743696061077604,0.95612278823442165,2.0083685216640816,0.2539171653674286,1.4644505234363951,0.22022334683819725,0.304555136313245,-1.111104987112693,-1.224670571598048,-1.284694966645734,0.7384519626064656,-1.0430502724637845,-0.5134820916427781,-1.1831500704542262,-0.49192104259112335,-0.5136030045400116,0.57272935732105,0.3273207021112391,-0.8218855495014946,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,0.5933103222905376,0.6347052880586653
