internal_id,session,song_id,orig_or_cover,age_at_event,association,control,description,emot_content,emot_intensity,energetic,experience,familiarity,important,preference,social,unique,vivid
1,1,2016_1,orig,NA,I do not associate it,NA,NA,NA,NA,NA,I have never heard it,not at all,NA,not at all,NA,NA,NA
1,1,2016_2,cover,NA,I do not associate it,NA,NA,NA,NA,NA,I think I have heard it on livestreams and maybe the radio a few times but memories of it are vague and I have never played it myself,a little,NA,not at all,NA,NA,NA
1,1,2016_3,orig,NA,I do not associate it,NA,NA,NA,NA,NA,I have never heard it before,not at all,NA,not at all,NA,NA,NA
1,1,2016_4,cover,NA,I do not associate it,NA,NA,NA,NA,NA,I think I have heard it on the radio before but never played it myself,a little,NA,not at all,NA,NA,NA
1,1,2016_5,orig,9,I do not associate it,completely spontaneous,I remembered when my mother threw out my Yugioh cards because she thought they were demonic,somewhat negative,not at all,not at all,I have never heard it,not at all,a little,not at all,extremely,extremely,not at all
1,1,2017_1,orig,NA,I do not associate it,NA,NA,NA,NA,NA,I have heard it during livestreams a few times but never played it myself,a little,NA,not at all,NA,NA,NA
1,1,2017_2,orig,21,I do not associate with anything in particular besides maybe the internet since many memes were made about it,completely spontaneous,I was sitting at home alone watching a youtube video by one of my favorite content creators when he parodied this song,somewhat positive,not at all,a little,I have heard it a few times over the internet but rather than listening have heard people talking about how popular it is more than actually hearing the song itself. I have not played it myself however,a little,not at all,not at all,a little,very,not at all
1,1,2017_3,orig,10,I do not associate it,completely spontaneous,I remembered when I was at a pool party with my family and one of my relatives drank wine from an over the top wine glass,neutral,not at all,not at all,I have never heard it,not at all,not at all,not at all,extremely,extremely,not at all
1,1,2017_4,cover,NA,I do not associate it,NA,NA,NA,NA,NA,I have never heard it,not at all,NA,not at all,NA,NA,NA
1,1,2017_5,orig,NA,I do not associate it,NA,NA,NA,NA,NA,I have never heard it,not at all,NA,not at all,NA,NA,NA
1,1,2018_1,cover,NA,I do not associate it,NA,NA,NA,NA,NA,I have never heard it,not at all,NA,not at all,NA,NA,NA
1,1,2018_2,orig,NA,I do not associate it,NA,NA,NA,NA,NA,I have never heard it,not at all,NA,not at all,NA,NA,NA
1,1,2018_3,cover,NA,I do not associate it,NA,NA,NA,NA,NA,I have never heard it,not at all,NA,not at all,NA,NA,NA
1,1,2018_4,cover,NA,I do not associate it,NA,NA,NA,NA,NA,I have never heard it,not at all,NA,not at all,NA,NA,NA
1,1,2018_5,cover,9,I do not associate it with anything,completely spontaneous,I was at a fireworks festival when I smelled something bad and my mother said it was probably people smoking weed,very negative,not at all,not at all,I have never heard it before,not at all,not at all,not at all,a little,extremely,not at all
1,1,2019_1,cover,NA,I do not associate it,NA,NA,NA,NA,NA,I think I have heard the song on the internet but cannot recall where and have not played it myself,a little,NA,not at all,NA,NA,NA
1,1,2019_2,orig,NA,I do not associate it,NA,NA,NA,NA,NA,I have never heard it,not at all,NA,not at all,NA,NA,NA
1,1,2019_3,orig,NA,I do not associate it,NA,NA,NA,NA,NA,I have never heard it,not at all,NA,not at all,NA,NA,NA
1,1,2019_4,cover,NA,I do not associate it,NA,NA,NA,NA,NA,I have never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2008_2,cover,NA,no association,NA,NA,NA,NA,NA,I have heard the song on the radio and on the internet multiple times,a little,NA,a little,NA,NA,NA
1,2,2008_3,orig,12,around ages 10-15,completely spontaneous,It maybe remember one of the school dances I attended during junior high.,neutral,not at all,not at all,I have heard the song on radio and on the internet before,a little,not at all,not at all,very,somewhat,a little
1,2,2009_2,orig,NA,around age 8-12,NA,NA,NA,NA,NA,I have heard the song on radio and online multiple times,a little,NA,not at all,NA,NA,NA
1,2,2009_3,orig,NA,2006-2016,NA,NA,NA,NA,NA,I have heard it multiple times on the internet,somewhat,NA,not at all,NA,NA,NA
1,2,2010_1,orig,NA,no association,NA,NA,NA,NA,NA,I have heard the song before but do not remember where,a little,NA,not at all,NA,NA,NA
1,2,2010_2,cover,NA,no asssociation,NA,NA,NA,NA,NA,Never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2010_3,orig,NA,young age maybe ages 8-12,NA,NA,NA,NA,NA,I have heard it on the radio and internet many times,somewhat,NA,not at all,NA,NA,NA
1,2,2011_1,cover,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2011_2,orig,NA,2008-2016,NA,NA,NA,NA,NA,I think I have heard the song on the internet before,a little,NA,not at all,NA,NA,NA
1,2,2011_3,cover,8,young age around 6-10,completely spontaneous,I was participating in a school run as another song from this era played,somewhat positive,not at all,a little,I have heard it before on the radio while being driven to school,a little,not at all,a little,a little,very,somewhat
1,2,2011_4,cover,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2012_1,cover,NA,2016-2020,NA,NA,NA,NA,NA,I think I've heard it on a livestream a couple of times,a little,NA,not at all,NA,NA,NA
1,2,2012_2,orig,NA,2008-2015,NA,NA,NA,NA,NA,I think I have heard it on the radio and internet a few times,a little,NA,not at all,NA,NA,NA
1,2,2012_3,orig,NA,in my childhood around age 6-12,NA,NA,NA,NA,NA,I have heard the song on radio multiple times,a little,NA,not at all,NA,NA,NA
1,2,2012_4,cover,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2012_5,cover,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2013_1,orig,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2013_2,orig,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2013_3,orig,NA,no association,NA,NA,NA,NA,NA,I have heard it song before but do not remember where,a little,NA,not at all,NA,NA,NA
1,2,2013_5,orig,NA,No,NA,NA,NA,NA,NA,Never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2013_6,cover,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2014_1,orig,NA,no association,NA,NA,NA,NA,NA,I have heard the song a few times before but do not remember where most likely just over the internet,a little,NA,not at all,NA,NA,NA
1,2,2014_2,orig,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2014_3,orig,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2014_4,orig,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2014_5,cover,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2015_1,orig,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2015_2,cover,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2015_3,cover,NA,around ages 18-22,NA,NA,NA,NA,NA,I have heard it many times on the internet in many different videos and livestreams,somewhat,NA,a little,NA,NA,NA
1,2,2015_4,cover,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2015_5,orig,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2016_1,cover,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2016_2,orig,NA,maybe my childhood age 7-14,NA,NA,NA,NA,NA,I think I have heard the song over the radio before,not at all,NA,not at all,NA,NA,NA
1,2,2016_3,cover,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2016_4,orig,NA,no association,NA,NA,NA,NA,NA,I think I have heard it once  during a livestream,a little,NA,not at all,NA,NA,NA
1,2,2016_5,cover,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,a little,NA,NA,NA
1,2,2017_1,cover,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2017_2,cover,20,2017-2020,completely spontaneous,One of the favorite youtubers parodied the song in a video,neutral,not at all,a little,I have heard this song many times on the internet via videos and livestreams,a little,not at all,not at all,a little,somewhat,a little
1,2,2017_3,cover,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2017_4,orig,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2017_5,cover,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2018_1,orig,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2018_2,cover,17,no association,completely spontaneous,Private,neutral,a little,a little,never heard it,not at all,extremely,not at all,not at all,very,somewhat
1,2,2018_3,orig,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2018_4,orig,NA,in my childhood around ages 6-14,NA,NA,NA,NA,NA,I think I have heard the song on radio multiple times,a little,NA,not at all,NA,NA,NA
1,2,2018_5,orig,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2019_1,orig,19,late teenhood around ages 17-20,somewhat spontaneous,A memory of me watching a video game lifestream came to mind,somewhat positive,not at all,a little,No personal association but have heard the song multiple times over the internet,somewhat,not at all,a little,a little,not at all,not at all
1,2,2019_2,cover,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2019_3,cover,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
1,2,2019_4,orig,NA,no association,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
2,1,2008_2,orig,17,It is an old song but I associate it with end of high school at 17.,completely spontaneous,I put this song on in the middle of our high school math class during senior year.,neutral,not at all,not at all,I think it is an ok older song that I listened to for a little bit in 2015. I listened for maybe a month several times during then. I think it is Keep Bleeding but I can't even remember the artist now.,somewhat,not at all,a little,extremely,a little,very
2,1,2008_3,cover,NA,I dont know this song whatsoever,NA,NA,NA,NA,NA,No experience with it whatsoever,not at all,NA,not at all,NA,NA,NA
2,1,2009_2,cover,NA,I can't really remember what period this is in but I think middle school maybe elementary school. 10-12?,NA,NA,NA,NA,NA,My dad also used to put on Poker Face occasionally but just in the background so unsure how often. This was probably 2010-2012,somewhat,NA,not at all,NA,NA,NA
2,1,2009_3,cover,NA,I believe I was in the latter half of elementary school so 8-10,NA,NA,NA,NA,NA,"My dad used to love this song, so I wouldn't listen but he would put it on in the house every now and then (once a week) when it first came out for several months (I believe 2009). I do know it's Lady Gaga Just Dance, but I never listen on my own.",somewhat,NA,a little,NA,NA,NA
2,1,2010_1,cover,17,15-17,somewhat deliberate,I was singing this song on the Prom Bus when they were playing throwback songs on our way to our prom.,somewhat positive,somewhat,extremely,"Tik Tok by Kesha was a classic and my dad also used to put it on. I listened to it on a throwback playlist for some time in 2014, but I didn't like it very much so I only played every now and then.",somewhat,somewhat,a little,extremely,extremely,somewhat
2,1,2010_2,orig,NA,No age range pops into mind and I don't know the song very well,NA,NA,NA,NA,NA,I don't know it very well but I'm sure I heard it on the radio. I'll need to look it up after.,a little,NA,a little,NA,NA,NA
2,1,2010_3,cover,NA,15-20,NA,NA,NA,NA,NA,This was another one of those throwback songs that made it onto the playlist for long term listening but I didn't like it as much when I first heard it. I listened to it maybe a couple times a week for several years from 2013-2017,extremely,NA,a lot,NA,NA,NA
2,1,2011_1,orig,18,This was mostly high school and college. 17-20.,somewhat spontaneous,I was listening to this song in the basement of our dorm in Freshman year and we were playing a song guessing game,very positive,somewhat,extremely,I listened to it every now and then maybe once a week for several years from 2014-2017 but mostly liked listening with my friends when they would put it on for our song guessing games.,extremely,very,a lot,extremely,somewhat,somewhat
2,1,2011_2,cover,NA,I believe I was 15-16 when I heard it and associate it with parties in high school,NA,NA,NA,NA,NA,I listened to it during parties but not on my own because I don't like the song. LMFAO Party rock is an acquired taste I'm sure.,somewhat,NA,not at all,NA,NA,NA
2,1,2011_3,orig,16,14-18,somewhat spontaneous,My friends were talking about some movie that they described as them having Seth Rogan and going to North Korea and this song played in the background.,neutral,not at all,a little,Firework by Katy Perry is a classic but I really started listening to her more in 2014 when I listened to throwback playlists. I listened maybe a few times a month in 2014 so not super often.,somewhat,not at all,somewhat,somewhat,a little,not at all
2,1,2011_4,orig,NA,I was much older when listening to it so really like med school and during older age 23-24,NA,NA,NA,NA,NA,I listened to the remix with industry baby a lot and was part of my workout playlist back in 2022. ET by Katy Perry itself I listened to significantly less.,somewhat,NA,somewhat,NA,NA,NA
2,1,2012_1,orig,16,15-18. Mostly during high school in the car,completely spontaneous,I was listening to this song in the car with my friend Kevin and he was telling me how he liked this song.,somewhat positive,a little,somewhat,"I listened to it a lot at home on my personal playlist in high school, and also in the car with my friends during that time",very,not at all,love it!,somewhat,not at all,somewhat
2,1,2012_2,cover,NA,This was mostly during high school and partially into college 15-20,NA,NA,NA,NA,NA,"I listened some when it first came out in 2012, but I didn't enjoy it very much back then. In 2015-2017, I listened as a throwback playlist and enjoyed it more with my college friends. Listened maybe once a week during those years.",extremely,NA,somewhat,NA,NA,NA
2,1,2012_3,cover,NA,2013-2015 for me so high school time. I was 16-18. NO particular place,NA,NA,NA,NA,NA,I used to listen to this song albeit infrequently. I just heard it on the radio but never sought it out back in 2013. We are young by FUN I believe.,somewhat,NA,a little,NA,NA,NA
2,1,2012_4,orig,15,This was from 14-18,completely spontaneous,"I remember listening to this song first back in 2012, but what I am remembering is This is my Biome, a parody in Minecraft that I first watched in 2013 I believe.",neutral,not at all,not at all,"I liked the song but hated the rap, but I would listen pretty often throughout high school and when it was on the radio. Maybe a few times a week from 2012-2014, with some weeks being less and some more.",extremely,not at all,a lot,not at all,not at all,a little
2,1,2012_5,orig,15,14-16,completely deliberate,I was listening to Lights back in 2012 I believe when I was playing COD MW3 pretty often and remember playing call of duty with it on in the background.,neutral,not at all,not at all,I listened to it in the background with other songs in the playlist. It wasn't a favorite but it was a solid staple from 2012-2013. Listened maybe a couple times a month,very,not at all,somewhat,not at all,not at all,not at all
2,1,2013_1,cover,NA,"This song is from when I was in middle and high school. I remember when I first came to school they were singing this song and talking about expensive fur coats from the thrift store. Mostly, this is from middle school from me when I was between 12-13.",NA,NA,NA,NA,NA,"I have listened to Macklemore, even this song Thrift Store, but I mostly listened to the version from Pentatonix which I thought was much better.  That remix reminds me of my high school days. Thrift Store itself reminds me of middle school but I didn't listen much to it back then",very,NA,a little,NA,NA,NA
2,1,2013_2,cover,16,I associate it with high school so mostly ages 16-18.,completely deliberate,I remember the controversial video with nudity with Emily Ratajowski that was uploaded and thinking that it was whatever.,neutral,not at all,not at all,I listened to Blurred Lines but not outside of the radio or watching the music video for the first time. Very rarely do I listen.,somewhat,not at all,a little,not at all,not at all,not at all
2,1,2013_3,cover,NA,16-18. This was during the end of high school in my room I remember listening.,NA,NA,NA,NA,NA,I used to enjoy listening to the base song and the Lindsey Stirling version in 2014. I listened a few times a week at least when it first released.,very,NA,a lot,NA,NA,NA
2,1,2013_5,cover,17,Age 16-18,somewhat spontaneous,I was listening to a Pentatonix version of this song Cant Hold Us by Macklemore at night while studying for a test back in 2014,somewhat positive,not at all,not at all,I listened to the PTX version pretty often maybe a couple times a week during a period of a couple months in my junior and senior year of college 2014-15,very,not at all,somewhat,not at all,not at all,somewhat
2,1,2013_6,orig,17,This song is associated with the end of high school to beginning of college. 17-18,completely spontaneous,My friend James had picked me up from school and was singing  the long version of this song and I thought at first I didn't love it.,somewhat positive,not at all,somewhat,I know it's Mirrors by Justin Timberlake. It was a classic song back in 2014 and I listened to it on the radio in high school and was on my playlist in college. Unsure of how often I listened but maybe a couple times a month for 1 year.,very,a little,a lot,somewhat,not at all,not at all
2,1,2014_1,cover,17,16-18. Mostly during the latter half of high school,completely spontaneous,"I was sitting in my room waiting for my SAT results back in 2014 and when I got my score I put that on and danced around the room, waking my parents up.",very positive,extremely,extremely,"I used to listen to a lot when I was happy and generally in a good mood, but it wasn't part of my main playlist.",extremely,extremely,love it!,not at all,extremely,extremely
2,1,2014_2,cover,NA,2016-2017 I  believe so for me 19-20,NA,NA,NA,NA,NA,"I know it's Dark Horse by Katy Perry, and I listened mostly in 2017 I think. I don't like the song much but my friend in college did so he would listen while I would sit there tolerating it.",somewhat,NA,a little,NA,NA,NA
2,1,2014_3,cover,NA,16-18,NA,NA,NA,NA,NA,All of Me by John Legend was legendary song in high school so I listened a lot at home on youtube. Maybe a couple times a week when it first came out and it became a staple for the playlist until maybe 2016.,extremely,NA,a lot,NA,NA,NA
2,1,2014_4,cover,18,17-18. Really the end of high school to beginning of college,somewhat deliberate,I was listening to this song with my friend during Freshman year of college and he was singing along,very positive,a little,not at all,"I listened a lot to the music video when it first came out in 2014 I believe. It was ok, but Fancy by Iggy wasn't a great song so I listened maybe a few times a week for the first month it was out. Then just occasionally when my friends put it on.",somewhat,a little,a little,very,not at all,somewhat
2,1,2014_5,orig,16,"16-17, End of high school heard mostly in my room",somewhat deliberate,Another example of me listening to music more than studying in high school where I was sitting in front of my computer at night singing along,neutral,not at all,not at all,"I used to listen to this song quite often back in 2013, counting stars by One republic and heard it a lot on the radio too. It was part of my personal playlist so I heard it several times a week when it first came out.",very,not at all,a lot,not at all,not at all,not at all
2,1,2015_1,cover,NA,This is the end of high school to the beginning of college. 17-20,NA,NA,NA,NA,NA,"I loved the song for a long time and put it on my playlist constantly. It is still on a throwback playlist since it is so good. Uptown Funk was one of those songs that we listened to in the car often, and with my college friends as well. Heard it at least once a week for years.",extremely,NA,love it!,NA,NA,NA
2,1,2015_2,orig,NA,I can't remember how old I was or where I was when listening. It seems like a classic that pops up every now and then.,NA,NA,NA,NA,NA,I listen occasionally but once again not a constant song. Obviously Ed Sheeran but I am not a super huge fan of his so I don't follow his music closely.,somewhat,NA,somewhat,NA,NA,NA
2,1,2015_3,orig,18,18-20,completely spontaneous,I was watching the Fast and Furious movie with all of my college friends Freshman year and we were all gathered in the basement of our dorm talking about how the main character had died.,very positive,very,extremely,"I used to listen to it on my playlist from 19-20 since I didn't think it was a great song at first, but it grew on me after being on the radio more.",extremely,very,a lot,extremely,very,extremely
2,1,2015_4,orig,17,16-19,somewhat spontaneous,My friend Chris from high school liked to sing this song for fun in the car which he was doing during this event.,somewhat positive,not at all,extremely,"I listened a lot when it first came out around 2014. I listened on repeat for a month in 2014, then just occasionally with friends until around 2017 when the trap remixes improved. Trap Queen by Remy Boiz I think.",very,a little,somewhat,extremely,not at all,very
2,1,2015_5,cover,18,17-18,completely spontaneous,I was playing a song-guessing game and I would always get the beginning of the music video.,very positive,a little,very,"I listened a lot at the end of high school on youtube, at least several times a week. During college, it was the song I guessed most often during our song guessing games.",extremely,somewhat,love it!,extremely,somewhat,very
2,1,2016_1,orig,NA,This is associated with the beginning to middle of college I believe. 18-20,NA,NA,NA,NA,NA,"I listened to Love Yourself by Justin Bieber quite a bit. This was one of the first albums that I thought was truly very good from him, so I listened on repeat quite a bit in 2016-17 when I got more into it.",extremely,NA,love it!,NA,NA,NA
2,1,2016_2,cover,17,17-19,somewhat spontaneous,"When I listened to Sorry by Justin Bieber, I was in my room watching the purpose movement videos and I just remembered watching in my room during high school.",neutral,not at all,not at all,"I heard it first in high school I believe, and it was a main playlist item for a while including during the first couple years of college.",extremely,not at all,love it!,not at all,not at all,somewhat
2,1,2016_3,orig,NA,It is not associated with any time in my life,NA,NA,NA,NA,NA,I barely ever listened and only when it was on in the background. I can't even remember when it played to be honest. This is the first song that I didn't know really at all. I just know it's by Drake.,a little,NA,not at all,NA,NA,NA
2,1,2016_4,cover,19,19-21,somewhat deliberate,"I was listening to music with my friend Joseph, and we were talking about music in the car.",somewhat positive,a little,a little,Listened to it a lot in the car and was on my personal playlist for a couple months. I listened maybe once or twice a week during that time back in 2016. Work - Fifth Harmony,very,not at all,a lot,a little,not at all,a little
2,1,2016_5,orig,18,18. I was in my Freshman year of college when I first heard this song with my friend.,completely spontaneous,"I was talking to my friend Kevin from college, and we were just listening to songs when this came up and he told me he liked it.",somewhat positive,somewhat,a little,"I did not like this song whatsoever, but my friend and roommate did so we listened to it sometimes when he was around.",very,a little,not at all,somewhat,not at all,very
2,1,2017_1,orig,NA,I believe it was during college for me so I was 20-22.,NA,NA,NA,NA,NA,"It was a part of my playlist and I listened to a lot and pretty much all over. It was a good running song, a good chilling song. Shape of You took over for a while so I enjoyed listening to it everywhere during 2017.",extremely,NA,love it!,NA,NA,NA
2,1,2017_2,orig,25,This was mostly during college that I remember it. 20-22,completely spontaneous,I was sitting in bed with my girlfriend and the Justin Bieber version of Despacito came on.,very positive,a little,very,I listened to it quite a bit when it first came out I believe in 2017 or 2018. It hit the top of the charts and stayed there for some time. I listened maybe a few times a week for about a month.,very,somewhat,a lot,somewhat,a little,extremely
2,1,2017_3,orig,NA,I feel like I listened to this a lot from 22-24.,NA,NA,NA,NA,NA,My experience is that it is a fun car song and listened to it on the radio or at a friend's house but it wasn't a main playlist item,very,NA,somewhat,NA,NA,NA
2,1,2017_4,cover,20,19-20. Associate with college.,completely spontaneous,I was sitting in the back of a van with my friend Adrian on our way to a leadership retreat back in 2017.,somewhat positive,a little,a little,"I used to listen every now and then during 2017 when the album first dropped, but I didn't listen very often. I used to like Kendrick, but this was at the tail end of me liking him.",somewhat,a little,somewhat,very,very,extremely
2,1,2017_5,orig,NA,"This was 2017, so I was probably in my 2nd and 3rd year of college. I associate it with my college friends",NA,NA,NA,NA,NA,"I used to listen to it when I studied for exams or just with my friends chilling out. It was not a constant on my playlist, but I listened on and off from 2017 to 2018.",extremely,NA,somewhat,NA,NA,NA
2,1,2018_1,cover,NA,N/A I don't know it,NA,NA,NA,NA,NA,I don't know the song but sounds like Drake if I had to guess,not at all,NA,not at all,NA,NA,NA
2,1,2018_2,orig,NA,I really can't remember how old I was when I heard this. I believe it was in med school for me.,NA,NA,NA,NA,NA,I did hear Perfect by Ed Sheeran quite often but can't figure out what time in my life I listened. It wasn't a part of my playlist but I did hear it on the radio every now and then.,somewhat,NA,somewhat,NA,NA,NA
2,1,2018_3,cover,21,I was 20-22 when I heard it the most. I associate it with college.,completely spontaneous,I was singing this song to my ex-girlfriend and using my country accent to annoy her,very positive,very,very,I used to listen to it on the radio and put it on my personal playlist when listening to country music. I would listen maybe a few times a month back in 2016-17.,somewhat,somewhat,somewhat,somewhat,a little,very
2,1,2018_4,cover,20,2017-2019,somewhat spontaneous,I remember when I first listened to this song after discovering it on youtube with very few views and thinking huh that's weird,neutral,not at all,not at all,I used to listen to this with my friends in college all the time and even now it makes it onto our playlists. Back in 2017 when it first came out I listened to it on repeat for a couple months.,extremely,not at all,love it!,not at all,not at all,not at all
