Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,a cappella,active_choice,activities,age,age_at_event,association,bluegrass,blues,bossa nova,choral,classical,Condition_Id,control,country,dance_remix,description,edm,emot_content,emot_intensity,energetic,experience,factor1_tg1_task0,familiarity,fav_genres,favorite_genres,folk_indie,funk,genres,habit_change,habits_overall,hip hop,important,jazz,listen_time,metal,music_performance,musical theatre,new_mus,new_music,opera,overall,platform,pop,preference,,r_and_b,rap,rock,salsa,self_description,social,unique,version_familiarity,vintage,vivid,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked,internal_id,session
1,block_1,3,main task 1,14,17,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard it,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,3,main task 1,15,13,NA,NA,NA,NA,NA,25-30,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have heard it many times through the years,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,3,main task 1,16,18,NA,NA,NA,NA,NA,"It reminds me of a friend, 27-29",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I enjoyed the song a long for a while. A had a friend who was obsessed with it,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,3,main task 1,17,24,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard of it before,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,3,main task 1,18,3,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard of i before,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,3,main task 1,19,20,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Not familiar with this song,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,3,main task 1,20,4,NA,NA,NA,NA,NA,20-25,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"I think I heard it during a movie, it’s a good song",NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,3,main task 1,21,6,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Song is familiar but I don’t know it,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,3,main task 1,22,21,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard it before,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,3,main task 1,23,12,NA,NA,NA,NA,NA,20-25,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"The song is familiar, acoustic version or something? But I can’t place it.",NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,3,main task 1,24,10,NA,NA,NA,NA,NA,23-24,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"I know I have heard it before a few times, but not sure where",NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,3,main task 1,25,15,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard it,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,4,break,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,1,13,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I think it’s a cover of a song I have heard but not sure,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,2,9,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I heard it on the radio I think,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,3,12,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard of it,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,4,6,NA,NA,NA,NA,23,Reminds me of my husband,NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,My husband and I would make fun of this song,NA,neutral,not at all,very,We would hear it on the radio and make fun of it,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,somewhat,somewhat,NA,NA,a little,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,5,18,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard it,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,6,21,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never ever heard this before,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,7,22,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Have not heard of this song,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,8,8,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have not heard this song,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,9,17,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard this song,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,10,14,NA,NA,NA,NA,24,"Reminds me of an amusement park, 23-24",NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,I heard this song a lot while walking through an amusement park in the summer time,NA,somewhat positive,a little,very,Listened to it a lot hanging out with husband and family while spending the day at an amusement park,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,very,a little,NA,NA,a little,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,11,3,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Not familiar with this,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,12,11,NA,NA,NA,NA,NA,"Reminds me of my husband, I was 20-25",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Heard it many times,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,13,1,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard it before but I want to know the song,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,love it!,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,14,19,NA,NA,NA,NA,NA,27-29,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"I have heard it before, I don’t like it",NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,15,16,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard this song before,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,16,5,NA,NA,NA,NA,NA,20-25,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Seems like an acoustics version of another song, which I have heard before but not this cover",NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,17,23,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have not heard it before,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,18,20,NA,NA,NA,NA,NA,25-28,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,It was very popular for a while and I heard a lot of it,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
1,block_1,5,main task 2,19,24,NA,NA,NA,NA,NA,Not applicable,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard of it before,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T19:06:04Z,597942,group_1,684599,session_1,1,2023-02-08T18:07:54Z,NA,NA,NA,not measured,NA,TRUE,11,1
