Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,age_at_event,association,Condition_Id,control,description,emot_content,emot_intensity,energetic,experience,factor1_tg1_task0,familiarity,important,preference,,social,unique,version_familiarity,vivid,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
1,block_1,3,main task 1,7,14,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,7,15,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,8,6,NA,2008-2015,1,NA,NA,NA,NA,NA,I think I have heard it on the radio and internet a few times,NA,a little,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,8,17,NA,no association,1,NA,NA,NA,NA,NA,I think I have heard it once  during a livestream,NA,a little,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,9,15,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,9,8,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,10,1,NA,2006-2016,1,NA,NA,NA,NA,NA,I have heard it multiple times on the internet,NA,somewhat,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,10,21,17,no association,1,completely spontaneous,Private,neutral,a little,a little,never heard it,NA,not at all,extremely,not at all,,not at all,very,NA,somewhat,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,11,18,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,11,11,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,12,3,NA,2008-2016,1,NA,NA,NA,NA,NA,I think I have heard the song on the internet before,NA,a little,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,12,23,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,13,4,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,13,13,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,14,21,20,2017-2020,1,completely spontaneous,One of the favorite youtubers parodied the song in a video,neutral,not at all,a little,I have heard this song many times on the internet via videos and livestreams,NA,a little,not at all,not at all,,a little,somewhat,NA,a little,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,14,19,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,15,7,NA,in my childhood around age 6-12,1,NA,NA,NA,NA,NA,I have heard the song on radio multiple times,NA,a little,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,15,7,8,young age around 6-10,1,completely spontaneous,I was participating in a school run as another song from this era played,somewhat positive,not at all,a little,I have heard it before on the radio while being driven to school,NA,a little,not at all,a little,,a little,very,NA,somewhat,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,16,13,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,16,6,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,17,19,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,a little,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,17,1,NA,no association,1,NA,NA,NA,NA,NA,I have heard the song on the radio and on the internet multiple times,NA,a little,NA,a little,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,18,22,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,18,25,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,19,23,NA,in my childhood around ages 6-14,1,NA,NA,NA,NA,NA,I think I have heard the song on radio multiple times,NA,a little,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,19,5,NA,young age maybe ages 8-12,1,NA,NA,NA,NA,NA,I have heard it on the radio and internet many times,NA,somewhat,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,20,24,19,late teenhood around ages 17-20,1,somewhat spontaneous,A memory of me watching a video game lifestream came to mind,somewhat positive,not at all,a little,No personal association but have heard the song multiple times over the internet,NA,somewhat,not at all,a little,,a little,not at all,NA,not at all,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,20,16,NA,around ages 18-22,1,NA,NA,NA,NA,NA,I have heard it many times on the internet in many different videos and livestreams,NA,somewhat,NA,a little,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,21,8,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,21,9,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,22,25,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,22,20,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,23,10,NA,no association,1,NA,NA,NA,NA,NA,I have heard it song before but do not remember where,NA,a little,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,23,18,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,24,12,NA,no association,1,NA,NA,NA,NA,NA,I have heard the song a few times before but do not remember where most likely just over the internet,NA,a little,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,24,14,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,25,17,NA,maybe my childhood age 7-14,1,NA,NA,NA,NA,NA,I think I have heard the song over the radio before,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,25,24,NA,no association,1,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-07-02T04:38:26Z,685597,group_1,795794,session_1,1,2023-07-02T03:59:47Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,1,consent,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,2,instructions,1,1,NA,College time - 18-21,1,NA,NA,NA,NA,NA,Listened to it a lot in 2016,NA,option_4,NA,option_4,,NA,NA,NA,NA,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,1,7,NA,Associated more with high school I believe. So for me ages 14-16,1,NA,NA,NA,NA,NA,"I heard it on the radio a while ago, likely back in middle school. I know it's We are Young by FUN but I didn't listen very often. I did enjoy it somewhat but didn't go out of my way to listen.",NA,somewhat,NA,somewhat,,NA,NA,NA,NA,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,4,break,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,1,8,14,This was mostly high school time ages 14-16.,1,somewhat spontaneous,I was playing COD MW3 in my room and listened to this in the background back in those 2011-2012 days of high school.,neutral,not at all,a little,"I listened to it on and off but it was on my playlist in 2011. I listened a couple times a week and I remember vibing to this song while playing games. Lights - Eliie Goulding. Good, but not a part of my permanent playlist for long.",NA,very,not at all,somewhat,,not at all,not at all,NA,somewhat,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,2,11,17,Associated mostly with high school for me. Mostly 14-18,1,somewhat deliberate,Listening to a remix of this song by PTX in my room while studying for a final,neutral,not at all,not at all,"I listened to the remix a lot in 2014 when it came out by PTX. I also listened to the original by Macklemore (cant hold us), when it was out on the radio. I added it to my playlist as a workout song. I listened maybe a few times a month until 2014, when I listened a few times a week for about a couple months.",NA,very,not at all,a lot,,not at all,not at all,NA,a little,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,2,21,NA,"I mix up the Ed Sheeran songs, so I can't remember when but I think in college 18-20.",1,NA,NA,NA,NA,NA,"I know this is Ed Sheeran, and I can sing the lyrics, but I can't come up with the name of the song easily. I used to listen on the radio and I know I would occasionally hear it in my Ed Sheeran playlist runthroughs. But, it was never an official part of the playlist.",NA,very,NA,somewhat,,NA,NA,NA,NA,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,3,8,16,Associated mostly with high school again from 14-18.,1,somewhat spontaneous,I remember listening to this remix called This is My Biome in Minecraft back in 2013 I believe.,neutral,not at all,not at all,"Payphone by maroon 5 is a legendary song. I used to listen on the radio on the way to school back in 2011 I believe. I added it to my youtube playlist for a while, and maybe listened to it a couple times a month for a few months when it first came out.",NA,very,not at all,a lot,,not at all,not at all,NA,a little,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,3,13,18,This song is moslty associated with end of high school to beginning of college. 17-20.,1,somewhat deliberate,I was playing a song guessing game when this came up in college.,somewhat positive,somewhat,very,I listened to the song a lot in my free time in college. It was a part of the playlist and I listened multiple times a week for several months. I also listened as part of our song guessing game in college.,NA,very,somewhat,a lot,,very,somewhat,NA,somewhat,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,4,19,18,Mostly beginning of college. 18-19.,1,completely deliberate,I was listening to this song with my friend Kevin who said he really enjoyed it when I was a freshman in college.,neutral,not at all,not at all,"I did not like this song Stressed Out - 21 pilots. It sounded very different here, so I had a harder time remembering, but I tried to avoid playing this song if possible. Sometimes, my friends would put it on since it was on the radio so often.",NA,somewhat,a little,not at all,,somewhat,not at all,NA,not at all,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,4,24,NA,I think this is mostly middle of college from 20-22.,1,NA,NA,NA,NA,NA,"I heard this song on the radio a while back and then heard it again for the Spiderverse movie. I did like it and added it to my chill playlist. Sunflower - Post malone. But, it was too trippy sounding and I took it off quickly. Maybe listened a few times a week for a few weeks.",NA,very,NA,somewhat,,NA,NA,NA,NA,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,5,14,19,17-20. End of high school to beginning college.,1,somewhat spontaneous,Was working out to a remix of this song when I was a sophomore in college with my best friend.,somewhat positive,a little,very,"I loved this song when it first came out in high school. But, I didn't go out of my way to listen outside of when I was driving and it was on the radio. I added the remix to my playlist in 2016, and worked out a lot with my friends using it. Maybe listened once a week for a couple months.",NA,very,somewhat,somewhat,,somewhat,somewhat,NA,very,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,5,3,NA,Mostly elementary to middle school. 9-11.,1,NA,NA,NA,NA,NA,"I listened because my father put it on the radio or put it on his computer. So I had to listen to Poker Face by Lady Gaga, but I was never really a fan and only listened when I had to.",NA,somewhat,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,6,3,NA,Maybe the beginning to end of high school. 14-18,1,NA,NA,NA,NA,NA,I didn't like this song at all. Party Rock - LMFAO seemed like a bad song to me. Still don't like it. Only listened if it was on the radio and I didn't feel like switching away.,NA,a little,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,6,2,NA,I don't know the song so I don't know for this question.,1,NA,NA,NA,NA,NA,"I truly don't know the song here, and I don't even know the artist. I think I've heard it, but I don't know when I heard it.",NA,not at all,NA,not at all,,NA,NA,NA,NA,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,7,4,NA,Really started listening in graduate school from like 22-24.,1,NA,NA,NA,NA,NA,I heard it way back when. I think this is ET by Katy Perry. Sounded so weird in this recording but I did listen to some remixes of this in graduate school. Maybe had it on once or twice a week for like a month. Stopped after a while since it was just ok.,NA,somewhat,NA,a little,,NA,NA,NA,NA,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,7,22,21,This came out in 2016 I believe which was college for me. 19-21.,1,completely spontaneous,I was singing this song to my ex-girlfriend and she kept saying to stop since I was butchering the country accent.,very positive,very,extremely,"I listened to this song and wasn't impressed at first by Meant to Be by bebe Rexha and Georgia-Florida Line (I believe). But, it grew on me and I listened to it on youtube a couple times a week for a few months after in 2017.",NA,very,extremely,somewhat,,extremely,very,NA,very,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,8,25,22,22-24. Graduate school early years,1,somewhat deliberate,I remember listening to a cover of this played in piano from a channel called Rousseau.,neutral,not at all,not at all,I listened to this song a lot back in the beginning of my graduate level studies. I added it to my youtube playlist and listened several times a week for several months. I believe it was 2020 when I first heard it.,NA,somewhat,not at all,a lot,,not at all,not at all,NA,a little,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,8,11,NA,This I believe was a song from college for me - 19-21.,1,NA,NA,NA,NA,NA,"I listened to it on the radio and with my friends - Dark horse Katy Perry. It was ok, but I never got into it or added it to a playlist.",NA,somewhat,NA,a little,,NA,NA,NA,NA,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,9,12,17,16-18. Mostly high school,1,completely spontaneous,I was dancing in my room after seeing my SAT score reveal and this was on in the background just in case.,very positive,very,extremely,I used to listen to it on and off from ages 16-18 mostly in high school. I loved it and put it on my youtube playlist. Listened several times a week at least for several months and it stayed on my playlists for a few years. Didn't listen at quite that frequency for very long.,NA,extremely,very,love it!,,not at all,extremely,NA,somewhat,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,9,9,16,I was in high school 16-18.,1,somewhat spontaneous,"I was listening to this song and was reading about the controversy with nudity, so I looked up the video and was surprised.",somewhat positive,a little,very,I remembered hearing about the controversy and watched the original video and was surprised by it. I listened on youtube a few more times after that but didn't love Blurred Lines that much.,NA,somewhat,not at all,a little,,not at all,very,NA,somewhat,yes,NA,NA,2023-02-22T20:44:04Z,605903,group_1,693721,session_1,1,2023-02-22T19:26:54Z,NA,NA,NA,not measured,NA,TRUE
