Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,a cappella,active_choice,activities,age,bluegrass,blues,bossa nova,choral,classical,Condition_Id,country,dance_remix,edm,fav_genres,favorite_genres,folk_indie,funk,genres,habit_change,habits_overall,hip hop,jazz,listen_time,metal,music_performance,musical theatre,new_mus,new_music,opera,overall,platform,pop,,r_and_b,rap,rock,salsa,self_description,similarity,vintage,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
1,block_1,3,main task 1,10,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,11,6,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,12,15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,13,13,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,14,9,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,15,7,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,16,20,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,17,17,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,18,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,19,22,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,20,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,21,24,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,22,16,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,23,12,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,24,8,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,25,18,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,4,break,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,1,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,2,12,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,3,16,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,4,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,5,14,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,6,20,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,7,18,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,8,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,9,19,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,10,6,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,11,22,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,12,17,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,13,21,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,14,25,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,15,15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,16,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,17,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,18,8,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,19,9,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,20,13,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,21,23,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,22,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,23,7,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,24,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,25,24,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,6,post survey,1,1,2,6,"Driving, Exercising, Cleaning, Working",29,1,1,1,2,1,1,2,3,2,"Pop, Hip Hop, Music Theatre",,3,2,,I listen to music less now and do not enjoy country music anymore.,,4,1,60-90,1,Not a musician,5,4,,1,,"Radio, Youtube, Apple Music",5,,3,3,3,2,option_1,,3,yes,,,2023-02-01T17:16:43.000Z,592370,group_1,677766,session_1,1,2023-02-01T16:53:24.000Z,,,,not measured,,TRUE
1,block_1,1,consent,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,2,instructions,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,1,15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,2,8,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,3,21,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,4,19,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,5,6,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,6,14,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,7,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,8,13,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,9,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,10,20,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,11,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,12,22,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,13,16,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,14,9,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,15,18,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,16,24,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,17,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,18,17,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,19,12,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,20,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,21,23,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,22,7,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,23,25,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,24,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,25,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,4,break,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,1,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,2,13,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,3,7,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,4,12,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,5,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,6,18,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,7,22,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,8,24,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,9,15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,10,19,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,11,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,12,16,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,13,14,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,14,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,15,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,16,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,17,25,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,18,17,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,19,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,20,9,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,21,8,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,22,23,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:24:21.000Z,592378,group_1,677775,session_1,1,2023-02-01T17:01:19.000Z,,,,not measured,,TRUE
