Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,a cappella,active_choice,activities,age,arousal,bluegrass,blues,bossa nova,choral,classical,Condition_Id,country,dance_remix,edm,factor1_tg1_task0,fav_genres,favorite_genres,folk_indie,funk,genres,habit_change,habits_overall,hip hop,jazz,listen_time,metal,music_performance,musical theatre,new_mus,new_music,opera,overall,platform,pop,,r_and_b,rap,rock,salsa,self_description,valence,vintage,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
1,block_1,3,main task 1,10,20,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,11,4,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,12,43,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,13,8,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,14,49,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,15,48,,,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,16,27,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,17,38,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,18,26,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,19,12,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,20,46,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,21,11,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,22,39,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,23,16,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,24,7,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,25,9,,,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,26,3,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,27,5,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,28,34,,,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,29,30,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,30,17,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,31,24,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,32,32,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,33,1,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,34,41,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,35,47,,,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,36,14,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,37,19,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,38,36,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,39,37,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,40,13,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,41,25,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,42,18,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,43,10,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,44,29,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,45,35,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,46,21,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,47,6,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,48,15,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,49,50,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,50,28,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,4,break,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,1,23,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,2,15,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,3,21,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,4,39,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,5,14,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,6,7,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,7,32,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,8,50,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,9,47,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,10,44,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,11,49,,,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,12,11,,,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,13,8,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,14,26,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,15,37,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,16,3,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,17,30,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,18,16,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,19,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,20,31,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,21,17,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,22,13,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,23,29,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,24,18,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,25,43,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,26,19,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,27,24,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,28,35,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,29,10,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,30,25,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,31,41,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,32,22,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,33,45,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,34,6,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,35,2,,,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,36,28,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,37,4,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,38,5,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,39,9,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,40,46,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,41,36,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,42,40,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,43,48,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,44,27,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,45,12,,,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,46,38,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,47,33,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,48,34,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,yes,,,2023-02-01T17:40:15.000Z,592384,group_1,677781,session_1,1,2023-02-01T17:11:54.000Z,,,,not measured,,TRUE
